C23002B_001E,C23002B_001M,C23002B_002E,C23002B_002M,C23002B_003E,C23002B_003M,C23002B_004E,C23002B_004M,C23002B_005E,C23002B_005M,C23002B_006E,C23002B_006M,C23002B_007E,C23002B_007M,C23002B_008E,C23002B_008M,C23002B_009E,C23002B_009M,C23002B_010E,C23002B_010M,C23002B_011E,C23002B_011M,C23002B_012E,C23002B_012M,C23002B_013E,C23002B_013M,C23002B_014E,C23002B_014M,C23002B_015E,C23002B_015M,C23002B_016E,C23002B_016M,C23002B_017E,C23002B_017M,C23002B_018E,C23002B_018M,C23002B_019E,C23002B_019M,C23002B_020E,C23002B_020M,C23002B_021E,C23002B_021M,C23002B_022E,C23002B_022M,C23002B_023E,C23002B_023M,C23002B_024E,C23002B_024M,C23002B_025E,C23002B_025M,C23002B_026E,C23002B_026M,C23002B_027E,C23002B_027M,GEO_ID,NAME
8496,647,5044,445,4643,439,3801,422,124,95,3677,421,3362,413,315,153,842,219,401,80,114,84,75,49,39,68,287,93,3452,382,3232,377,2441,391,0,27,2441,391,2132,345,309,158,791,200,220,87,74,58,69,58,5,10,146,82,5001600US3301,"Congressional District 1 (116th Congress), New Hampshire"
8126,726,4793,439,4483,428,2856,369,29,36,2827,370,2725,366,102,77,1627,280,310,96,36,32,28,32,8,11,274,93,3333,486,3021,467,2058,364,0,27,2058,364,1952,347,106,72,963,276,312,99,50,44,23,33,27,40,262,102,5001600US3302,"Congressional District 2 (116th Congress), New Hampshire"
97113,1085,43429,736,37685,661,27488,867,15,23,27473,870,23756,880,3717,502,10197,735,5744,182,1180,192,1087,177,93,51,4564,268,53684,695,44418,672,32610,916,0,29,32610,916,29691,1032,2919,405,11808,774,9266,217,1341,247,1238,253,103,101,7925,299,5001600US3401,"Congressional District 1 (116th Congress), New Jersey"
69940,921,35013,631,30492,630,17907,793,82,65,17825,799,15322,787,2503,371,12585,746,4521,198,940,211,820,209,120,69,3581,226,34927,586,28468,555,19238,695,7,14,19231,694,17107,717,2124,427,9230,638,6459,161,1091,178,1048,182,43,39,5368,213,5001600US3402,"Congressional District 2 (116th Congress), New Jersey"
66137,1138,33223,658,28997,674,20189,1088,641,223,19548,1082,17382,1035,2166,363,8808,1093,4226,108,1093,171,1017,161,76,65,3133,174,32914,691,27081,665,21214,719,224,107,20990,727,19326,735,1664,336,5867,505,5833,177,880,143,788,143,92,63,4953,200,5001600US3403,"Congressional District 3 (116th Congress), New Jersey"
39628,1692,18788,916,15988,863,12393,836,142,127,12251,835,11357,817,894,240,3595,507,2800,230,730,200,664,195,66,57,2070,229,20840,1018,16475,958,12614,855,78,78,12536,848,11698,839,838,230,3861,484,4365,319,846,218,818,216,28,25,3519,303,5001600US3404,"Congressional District 4 (116th Congress), New Jersey"
32124,1324,15360,805,13041,794,9321,642,0,29,9321,642,8652,604,669,236,3720,515,2319,201,574,170,542,167,32,31,1745,225,16764,825,13506,716,10683,741,0,29,10683,741,10365,725,318,131,2823,389,3258,304,904,248,885,247,19,21,2354,256,5001600US3405,"Congressional District 5 (116th Congress), New Jersey"
64248,1581,30046,920,26752,937,19274,858,3,4,19271,858,17456,845,1815,333,7478,615,3294,284,845,142,794,144,51,37,2449,272,34202,990,28715,874,21168,831,0,29,21168,831,19312,773,1856,326,7547,615,5487,368,1012,238,942,240,70,55,4475,349,5001600US3406,"Congressional District 6 (116th Congress), New Jersey"
28241,1324,13712,726,12154,710,8136,548,4,7,8132,547,7529,530,603,137,4018,442,1558,241,387,163,337,148,50,44,1171,217,14529,882,12192,794,9879,718,0,29,9879,718,9345,683,534,171,2313,330,2337,302,365,111,357,111,8,12,1972,294,5001600US3407,"Congressional District 7 (116th Congress), New Jersey"
62710,2238,29919,1264,26844,1182,19742,987,43,52,19699,990,17784,970,1915,347,7102,750,3075,324,702,183,654,166,48,48,2373,316,32791,1425,27956,1326,20424,987,0,29,20424,987,18495,981,1929,330,7532,725,4835,433,594,181,579,179,15,19,4241,404,5001600US3408,"Congressional District 8 (116th Congress), New Jersey"
59329,1422,26523,820,23381,749,17114,764,36,37,17078,764,15809,753,1269,272,6267,628,3142,232,770,181,715,170,55,43,2372,242,32806,832,27090,734,19308,757,14,23,19294,755,18375,728,919,219,7782,569,5716,274,1068,208,1046,214,22,34,4648,311,5001600US3409,"Congressional District 9 (116th Congress), New Jersey"
305844,2585,137104,1579,119925,1518,88411,1794,71,98,88340,1805,76790,1899,11550,961,31514,1257,17179,419,3976,439,3765,438,211,124,13203,513,168740,1574,139475,1450,104450,1847,8,12,104442,1847,93111,1725,11331,1004,35025,1326,29265,555,4772,443,4579,435,193,97,24493,635,5001600US3410,"Congressional District 10 (116th Congress), New Jersey"
23623,1053,10820,635,9369,607,7089,551,0,29,7089,551,6411,533,678,174,2280,371,1451,224,309,109,285,103,24,38,1142,199,12803,762,10606,710,7844,591,0,29,7844,591,7292,605,552,174,2762,326,2197,269,323,125,323,125,0,29,1874,247,5001600US3411,"Congressional District 11 (116th Congress), New Jersey"
105289,2171,48122,1178,41575,1167,29702,1029,0,29,29702,1029,25858,1038,3844,498,11873,903,6547,336,1557,278,1514,285,43,47,4990,396,57167,1461,46937,1307,35025,1219,26,36,34999,1217,32384,1157,2615,410,11912,853,10230,521,1695,251,1602,254,93,69,8535,464,5001600US3412,"Congressional District 12 (116th Congress), New Jersey"
15568,651,8961,412,7827,416,5418,376,261,143,5157,356,4753,373,404,174,2409,346,1134,81,315,116,304,116,11,16,819,128,6607,390,5542,379,3755,324,32,56,3723,334,3495,316,228,124,1787,287,1065,76,207,94,203,94,4,7,858,104,5001600US3501,"Congressional District 1 (116th Congress), New Mexico"
10604,455,6355,290,5458,318,3601,335,410,129,3191,329,2943,325,248,117,1857,227,897,181,211,160,207,161,4,6,686,190,4249,304,3478,326,2231,303,102,66,2129,306,1946,294,183,88,1247,288,771,162,68,53,68,53,0,28,703,166,5001600US3502,"Congressional District 2 (116th Congress), New Mexico"
8432,450,4975,341,4303,307,3036,327,320,156,2716,324,2407,328,309,108,1267,267,672,176,132,65,132,65,0,28,540,184,3457,299,2877,275,2076,292,33,35,2043,297,1966,292,77,82,801,179,580,122,93,59,93,59,0,28,487,122,5001600US3503,"Congressional District 3 (116th Congress), New Mexico"
30164,1665,15119,880,13463,871,9302,796,59,79,9243,791,8743,780,500,172,4161,521,1656,214,406,135,396,134,10,17,1250,213,15045,1004,12587,884,8893,810,0,28,8893,810,8462,813,431,214,3694,511,2458,333,277,105,277,105,0,28,2181,325,5001600US3601,"Congressional District 1 (116th Congress), New York"
56653,1944,25916,1038,23134,983,17839,892,16,24,17823,887,16583,904,1240,320,5295,612,2782,243,751,163,751,163,0,28,2031,227,30737,1126,26383,1059,20035,858,0,28,20035,858,19089,884,946,225,6348,630,4354,379,747,177,731,180,16,21,3607,365,5001600US3602,"Congressional District 2 (116th Congress), New York"
18582,1404,8517,809,7056,738,5124,614,12,16,5112,612,4732,596,380,142,1932,313,1461,307,318,133,318,133,0,28,1143,273,10065,812,7784,735,5609,586,0,28,5609,586,5251,555,358,137,2175,319,2281,321,228,98,218,100,10,16,2053,293,5001600US3603,"Congressional District 3 (116th Congress), New York"
87366,1691,39077,964,33451,918,25558,984,12,19,25546,983,23387,981,2159,366,7893,696,5626,271,1464,235,1394,234,70,43,4162,298,48289,1131,39203,1044,29614,1059,6,9,29608,1058,28247,1083,1361,277,9589,774,9086,343,1668,225,1646,221,22,22,7418,361,5001600US3604,"Congressional District 4 (116th Congress), New York"
309462,2951,137449,1564,116659,1430,88461,1622,104,57,88357,1623,80197,1591,8160,552,28198,1124,20790,554,4920,377,4629,380,291,130,15870,533,172013,1866,137510,1702,105417,1685,51,71,105366,1684,97349,1548,8017,641,32093,1201,34503,634,5389,457,5199,448,190,72,29114,705,5001600US3605,"Congressional District 5 (116th Congress), New York"
25818,1516,11129,903,9531,823,7484,714,43,43,7441,720,6765,638,676,223,2047,350,1598,272,260,102,219,90,41,45,1338,254,14689,909,11340,816,8801,688,0,28,8801,688,7974,596,827,281,2539,425,3349,424,593,159,558,163,35,33,2756,419,5001600US3606,"Congressional District 6 (116th Congress), New York"
65325,2906,31085,1958,27665,1775,17127,1030,33,42,17094,1029,14820,911,2274,420,10538,1285,3420,413,600,149,522,137,78,61,2820,382,34240,1527,28491,1462,17742,932,0,28,17742,932,15701,927,2041,358,10749,964,5749,506,824,202,786,195,38,36,4925,441,5001600US3607,"Congressional District 7 (116th Congress), New York"
323074,3901,135775,2037,116010,2057,80015,1731,109,94,79906,1742,71180,1640,8726,732,35995,1435,19765,643,3423,378,3225,371,198,87,16342,664,187299,2600,152127,2322,106791,1939,50,48,106741,1936,99127,1873,7614,554,45336,1269,35172,859,4119,388,4070,383,49,36,31053,872,5001600US3608,"Congressional District 8 (116th Congress), New York"
285224,3479,120579,1891,99085,1721,71065,1538,66,58,70999,1543,63640,1365,7359,703,28020,1311,21494,751,4410,526,4282,511,128,70,17084,745,164645,2369,129041,2026,94246,1949,0,28,94246,1949,88065,1925,6181,580,34795,1180,35604,879,5959,464,5667,459,292,124,29645,780,5001600US3609,"Congressional District 9 (116th Congress), New York"
25908,1725,12175,1047,10159,1022,7029,841,5,9,7024,842,6475,837,549,203,3130,473,2016,345,374,218,299,204,75,106,1642,302,13733,1057,9666,887,6365,769,29,48,6336,767,5817,708,519,222,3301,411,4067,571,657,268,451,168,206,187,3410,580,5001600US3610,"Congressional District 10 (116th Congress), New York"
44405,1348,19997,657,17874,645,11959,583,97,68,11862,576,11040,550,822,225,5915,570,2123,130,368,101,350,104,18,17,1755,166,24408,951,20895,886,12984,864,13,19,12971,863,12102,867,869,246,7911,676,3513,199,427,127,379,117,48,44,3086,256,5001600US3611,"Congressional District 11 (116th Congress), New York"
32995,2465,16412,1343,14151,1261,9055,1051,0,28,9055,1051,7842,924,1213,344,5096,742,2261,398,446,191,396,181,50,57,1815,373,16583,1482,13660,1219,9169,1090,0,28,9169,1090,8296,1085,873,270,4491,671,2923,543,500,296,500,296,0,28,2423,444,5001600US3612,"Congressional District 12 (116th Congress), New York"
184845,3663,83368,2201,71536,2123,49686,1978,0,28,49686,1978,43733,1700,5953,715,21850,1326,11832,717,2384,369,2202,359,182,85,9448,617,101477,2197,80242,1935,54428,1643,0,28,54428,1643,49338,1654,5090,650,25814,1152,21235,842,2326,291,2261,287,65,47,18909,794,5001600US3613,"Congressional District 13 (116th Congress), New York"
64273,2085,31072,1393,26751,1246,17841,1095,0,28,17841,1095,15978,980,1863,381,8910,627,4321,478,899,233,880,234,19,24,3422,418,33201,1220,25977,1103,18844,1074,0,28,18844,1074,17552,1034,1292,300,7133,714,7224,561,695,187,634,175,61,63,6529,555,5001600US3614,"Congressional District 14 (116th Congress), New York"
198643,3404,90444,2399,81102,2313,53983,1876,36,35,53947,1873,45941,1820,8006,711,27119,1575,9342,614,1698,268,1548,254,150,102,7644,589,108199,1986,92228,2051,60990,1861,27,33,60963,1857,53003,1833,7960,867,31238,1311,15971,718,1716,264,1565,242,151,90,14255,714,5001600US3615,"Congressional District 15 (116th Congress), New York"
204082,2722,87637,1776,73858,1776,55964,1637,0,28,55964,1637,50755,1607,5209,559,17894,1127,13779,538,3341,415,3245,414,96,52,10438,582,116445,2027,93197,1906,70394,1910,0,28,70394,1910,64705,1924,5689,735,22803,1047,23248,796,3469,395,3435,389,34,32,19779,884,5001600US3616,"Congressional District 16 (116th Congress), New York"
62939,1637,29583,881,25315,849,18502,753,0,28,18502,753,17088,738,1414,278,6813,562,4268,300,1143,193,1063,194,80,65,3125,286,33356,1077,26656,999,19998,882,0,28,19998,882,18702,908,1296,298,6658,660,6700,339,1111,218,1061,216,50,44,5589,340,5001600US3617,"Congressional District 17 (116th Congress), New York"
57073,1041,28477,647,25468,608,16856,703,242,127,16614,707,15472,727,1142,298,8612,604,3009,172,559,129,500,122,59,53,2450,203,28596,732,24530,667,17508,714,105,53,17403,712,16086,677,1317,279,7022,567,4066,207,864,165,832,170,32,34,3202,241,5001600US3618,"Congressional District 18 (116th Congress), New York"
27173,943,16500,544,14800,514,6253,505,56,71,6197,520,5592,520,605,180,8547,546,1700,142,528,152,496,153,32,36,1172,147,10673,606,9013,555,5642,528,0,28,5642,528,5313,513,329,120,3371,337,1660,171,280,105,274,105,6,9,1380,164,5001600US3619,"Congressional District 19 (116th Congress), New York"
52833,1023,25115,622,22566,614,15219,666,112,82,15107,675,12943,693,2164,461,7347,488,2549,166,631,179,631,179,0,28,1918,240,27718,667,24304,639,17353,736,0,28,17353,736,15641,717,1712,366,6951,684,3414,157,734,160,693,159,41,53,2680,217,5001600US3620,"Congressional District 20 (116th Congress), New York"
18780,532,14578,397,14265,396,3993,383,1368,242,2625,401,2298,402,327,120,10272,435,313,91,34,31,34,31,0,28,279,91,4202,317,3842,307,2223,280,178,84,2045,278,1806,266,239,107,1619,235,360,104,42,34,42,34,0,28,318,98,5001600US3621,"Congressional District 21 (116th Congress), New York"
21735,682,11935,482,10882,467,5578,458,13,22,5565,457,4791,430,774,181,5304,495,1053,93,184,78,184,78,0,28,869,97,9800,401,8660,416,5489,438,0,28,5489,438,4820,410,669,184,3171,363,1140,80,162,59,162,59,0,28,978,96,5001600US3622,"Congressional District 22 (116th Congress), New York"
16776,455,10222,347,9304,322,3451,328,0,28,3451,328,3132,311,319,116,5853,350,918,116,142,77,86,52,56,62,776,114,6554,341,5609,341,3218,331,0,28,3218,331,2946,320,272,115,2391,248,945,120,195,82,182,79,13,20,750,139,5001600US3623,"Congressional District 23 (116th Congress), New York"
44686,702,21754,396,19605,399,10833,498,5,7,10828,497,9051,504,1777,261,8772,599,2149,66,456,117,436,109,20,31,1693,139,22932,530,19876,523,12812,521,46,67,12766,525,11226,575,1540,299,7064,527,3056,118,457,115,457,115,0,28,2599,141,5001600US3624,"Congressional District 24 (116th Congress), New York"
84054,840,37912,566,33292,551,22957,653,0,28,22957,653,19525,826,3432,430,10335,588,4620,99,880,166,765,160,115,56,3740,192,46142,544,39472,534,27103,736,0,28,27103,736,24163,701,2940,475,12369,702,6670,82,973,189,939,189,34,23,5697,212,5001600US3625,"Congressional District 25 (116th Congress), New York"
98997,1134,43435,680,37695,629,24981,823,113,132,24868,827,21781,725,3087,368,12714,690,5740,129,872,211,823,206,49,38,4868,243,55562,786,46236,742,30839,888,0,28,30839,888,28266,981,2573,461,15397,772,9326,134,1066,182,973,178,93,65,8260,209,5001600US3626,"Congressional District 26 (116th Congress), New York"
14901,803,10202,573,9547,524,3222,405,5,11,3217,403,2883,381,334,181,6325,482,655,154,92,76,86,76,6,9,563,137,4699,485,3849,458,2304,362,0,28,2304,362,2212,352,92,52,1545,280,850,133,78,43,78,43,0,28,772,130,5001600US3627,"Congressional District 27 (116th Congress), New York"
266308,1962,119703,1284,100100,1178,64890,1151,147,108,64743,1143,57178,1098,7565,651,35210,1169,19603,294,3500,361,3338,364,162,82,16103,418,146605,1258,116967,1268,83828,1493,35,37,83793,1497,75845,1464,7948,861,33139,1054,29638,407,4595,438,4258,415,337,150,25043,527,5001600US3701,"Congressional District 1 (116th Congress), North Carolina"
127237,1897,58841,1263,50919,1226,37195,1246,563,203,36632,1231,33162,1056,3470,630,13724,984,7922,382,1477,259,1448,260,29,23,6445,402,68396,1111,56651,1092,41744,1217,149,93,41595,1237,38765,1209,2830,418,14907,936,11745,435,1499,252,1415,232,84,58,10246,455,5001600US3702,"Congressional District 2 (116th Congress), North Carolina"
122775,1210,59992,932,50631,906,35223,1053,4782,568,30441,1082,26495,1087,3946,587,15408,854,9361,215,1574,288,1446,273,128,88,7787,350,62783,802,49161,715,34140,1016,583,202,33557,972,29675,1021,3882,572,15021,829,13622,274,1689,279,1536,266,153,103,11933,334,5001600US3703,"Congressional District 3 (116th Congress), North Carolina"
152770,2159,68476,1424,62001,1401,47705,1496,45,44,47660,1496,44301,1508,3359,521,14296,994,6475,346,1013,231,966,232,47,39,5462,404,84294,1371,74035,1296,58654,1307,20,34,58634,1311,54436,1345,4198,702,15381,885,10259,418,1711,282,1571,276,140,66,8548,484,5001600US3704,"Congressional District 4 (116th Congress), North Carolina"
88225,790,40402,484,35032,459,22797,655,221,119,22576,667,20613,713,1963,355,12235,686,5370,182,914,163,869,165,45,39,4456,210,47823,508,39526,483,27447,827,35,41,27412,825,24945,889,2467,369,12079,797,8297,175,1270,191,1177,191,93,65,7027,251,5001600US3705,"Congressional District 5 (116th Congress), North Carolina"
122031,1467,55025,1059,46585,1008,31855,1200,18,24,31837,1202,28367,1218,3470,471,14730,977,8440,290,1642,257,1603,258,39,40,6798,325,67006,970,53883,982,39252,1021,15,26,39237,1023,36521,1000,2716,435,14631,863,13123,306,2396,311,2246,303,150,82,10727,410,5001600US3706,"Congressional District 6 (116th Congress), North Carolina"
120740,1247,55783,728,45677,738,27356,965,567,201,26789,969,24509,957,2280,423,18321,889,10106,276,1518,281,1385,295,133,95,8588,368,64957,752,49922,722,32799,1010,78,59,32721,1018,29504,1001,3217,419,17123,861,15035,238,1674,300,1539,292,135,66,13361,393,5001600US3707,"Congressional District 7 (116th Congress), North Carolina"
142831,1379,65981,841,57680,813,41127,965,4525,570,36602,988,32466,1049,4136,494,16553,866,8301,281,1306,232,1162,231,144,81,6995,321,76850,917,64728,883,47213,929,843,152,46370,980,42050,966,4320,461,17515,828,12122,272,1787,265,1603,237,184,131,10335,387,5001600US3708,"Congressional District 8 (116th Congress), North Carolina"
116846,1618,55320,1013,47133,993,29483,1091,392,175,29091,1096,25933,1078,3158,466,17650,772,8187,257,1122,179,1062,172,60,41,7065,236,61526,1025,49985,938,33642,986,77,75,33565,979,30137,1084,3428,507,16343,740,11541,360,1575,228,1538,223,37,33,9966,406,5001600US3709,"Congressional District 9 (116th Congress), North Carolina"
72994,819,33655,542,28941,530,20264,787,0,29,20264,787,17880,813,2384,468,8677,638,4714,153,738,165,711,160,27,34,3976,200,39339,517,32112,458,23384,701,0,29,23384,701,21178,707,2206,371,8728,593,7227,193,1017,185,969,182,48,41,6210,239,5001600US3710,"Congressional District 10 (116th Congress), North Carolina"
20261,750,10920,499,9565,522,6090,597,13,21,6077,596,5178,604,899,273,3475,399,1355,182,187,101,170,96,17,27,1168,167,9341,475,7284,466,5193,506,13,22,5180,504,4791,504,389,164,2091,375,2057,185,346,143,304,119,42,54,1711,213,5001600US3711,"Congressional District 11 (116th Congress), North Carolina"
250576,1614,110256,946,99659,947,78229,1229,175,107,78054,1224,71963,1262,6091,652,21430,1111,10597,198,2335,294,2217,303,118,69,8262,305,140320,1222,122768,1187,96984,1351,15,24,96969,1348,90347,1575,6622,784,25784,1127,17552,272,2830,380,2734,371,96,61,14722,435,5001600US3712,"Congressional District 12 (116th Congress), North Carolina"
137575,1711,61238,1210,53386,1150,38257,1151,20,21,38237,1150,33926,1124,4311,561,15129,978,7852,300,1314,223,1288,223,26,41,6538,366,76337,1104,64826,1073,47380,1127,0,29,47380,1127,42746,1029,4634,608,17446,998,11511,346,1913,285,1884,285,29,24,9598,413,5001600US3713,"Congressional District 13 (116th Congress), North Carolina"
15977,452,9719,376,9511,376,7824,493,378,140,7446,501,6972,529,474,217,1687,412,208,96,71,47,71,47,0,22,137,82,6258,269,6110,283,4803,303,227,124,4576,314,4167,334,409,174,1307,274,148,131,20,26,20,26,0,22,128,127,5001600US3800,"Congressional District (at Large) (116th Congress), North Dakota"
119375,1694,54363,1119,47732,1038,31736,1241,0,27,31736,1241,27327,1175,4409,670,15996,1161,6631,338,1463,223,1413,227,50,33,5168,412,65012,1084,54834,1020,40204,1100,20,34,40184,1099,36284,1189,3900,575,14630,906,10178,395,1594,251,1535,236,59,64,8584,415,5001600US3901,"Congressional District 1 (116th Congress), Ohio"
49971,1661,23002,1072,19424,983,14475,894,0,27,14475,894,13406,856,1069,257,4949,516,3578,336,990,218,954,223,36,28,2588,318,26969,1103,21211,1046,15627,920,0,27,15627,920,14697,932,930,249,5584,712,5758,403,765,159,691,159,74,53,4993,359,5001600US3902,"Congressional District 2 (116th Congress), Ohio"
194788,1715,90168,1142,80627,1145,62431,1212,14,22,62417,1213,55768,1253,6649,724,18196,846,9541,261,1926,331,1770,324,156,188,7615,359,104620,1030,90677,944,67948,1312,0,27,67948,1312,61503,1343,6445,755,22729,993,13943,359,2365,354,2192,307,173,155,11578,467,5001600US3903,"Congressional District 3 (116th Congress), Ohio"
30104,768,17421,509,15514,495,8056,469,9,14,8047,471,6890,482,1157,256,7458,448,1907,185,334,121,325,119,9,16,1573,191,12683,505,10337,478,6903,474,0,27,6903,474,6302,496,601,165,3434,301,2346,191,383,130,374,130,9,14,1963,160,5001600US3904,"Congressional District 4 (116th Congress), Ohio"
17342,961,9222,608,8307,592,6211,586,0,27,6211,586,5595,543,616,184,2096,302,915,181,183,110,183,110,0,27,732,158,8120,651,6948,604,5256,519,0,27,5256,519,4520,517,736,309,1692,339,1172,178,189,115,172,103,17,22,983,184,5001600US3905,"Congressional District 5 (116th Congress), Ohio"
13034,577,8860,484,8026,460,2907,413,1,2,2906,414,2542,393,364,183,5119,399,834,152,158,95,153,94,5,9,676,127,4174,252,3037,225,1894,209,0,27,1894,209,1761,199,133,73,1143,175,1137,149,158,66,136,61,22,25,979,141,5001600US3906,"Congressional District 6 (116th Congress), Ohio"
22301,1025,10695,491,9190,454,6498,436,9,19,6489,439,5511,457,978,246,2692,369,1505,145,224,98,197,94,27,35,1281,163,11606,764,9575,714,6883,674,0,27,6883,674,6154,649,729,187,2692,367,2031,183,278,121,210,92,68,91,1753,185,5001600US3907,"Congressional District 7 (116th Congress), Ohio"
34648,568,16776,355,14789,346,10677,432,0,27,10677,432,9876,430,801,169,4112,420,1987,106,357,110,354,111,3,6,1630,130,17872,388,15172,381,11091,486,0,27,11091,486,10532,462,559,160,4081,488,2700,129,461,94,433,94,28,28,2239,162,5001600US3908,"Congressional District 8 (116th Congress), Ohio"
85860,1660,39507,996,34500,987,23209,1000,12,17,23197,997,19150,859,4047,517,11291,760,5007,271,808,141,735,146,73,46,4199,255,46353,1123,39395,1080,27127,1072,0,27,27127,1072,23789,988,3338,410,12268,731,6958,303,879,174,810,162,69,47,6079,326,5001600US3909,"Congressional District 9 (116th Congress), Ohio"
94574,859,43237,531,36561,515,26205,819,258,130,25947,811,22632,847,3315,387,10356,607,6676,104,1179,189,1040,176,139,96,5497,198,51337,572,41252,538,29988,792,171,124,29817,810,26330,810,3487,470,11264,702,10085,141,1333,198,1269,199,64,47,8752,229,5001600US3910,"Congressional District 10 (116th Congress), Ohio"
285778,1901,124814,1125,104053,1146,69641,1427,58,53,69583,1425,58004,1429,11579,806,34412,1159,20761,392,3177,304,2831,298,346,103,17584,412,160964,1413,127725,1318,92085,1618,0,27,92085,1618,79773,1649,12312,858,35640,1201,33239,477,4510,320,4095,313,415,127,28729,513,5001600US3911,"Congressional District 11 (116th Congress), Ohio"
30514,1072,16921,679,15270,616,9848,592,8,13,9840,593,8971,573,869,204,5422,452,1651,165,462,143,420,138,42,42,1189,160,13593,605,11342,571,8562,575,21,33,8541,579,8017,610,524,185,2780,371,2251,240,267,102,267,102,0,27,1984,245,5001600US3912,"Congressional District 12 (116th Congress), Ohio"
63837,1337,29879,859,25743,795,17118,754,0,27,17118,754,14363,731,2755,403,8625,563,4136,244,752,167,738,165,14,17,3384,258,33958,759,27538,691,19889,784,5,9,19884,785,17574,737,2310,339,7649,550,6420,283,998,169,966,171,32,22,5422,310,5001600US3913,"Congressional District 13 (116th Congress), Ohio"
27057,1159,13274,691,11317,679,7887,678,38,42,7849,694,7054,646,795,257,3430,287,1957,237,361,121,346,121,15,25,1596,226,13783,706,11063,674,8638,583,13,20,8625,584,8087,576,538,195,2425,354,2720,273,371,112,344,103,27,32,2349,255,5001600US3914,"Congressional District 14 (116th Congress), Ohio"
27435,1076,17111,750,15994,710,7541,599,0,27,7541,599,7080,563,461,206,8453,576,1117,247,237,85,225,84,12,18,880,207,10324,636,9140,590,6611,554,18,27,6593,552,6369,551,224,91,2529,388,1184,189,146,84,146,84,0,27,1038,196,5001600US3915,"Congressional District 15 (116th Congress), Ohio"
12690,1007,6438,632,5316,546,4013,527,0,27,4013,527,3617,489,396,172,1303,242,1122,242,215,118,214,118,1,3,907,196,6252,606,4980,465,4045,505,11,17,4034,502,3805,451,229,165,935,219,1272,343,126,52,105,48,21,23,1146,336,5001600US3916,"Congressional District 16 (116th Congress), Ohio"
51958,536,24123,362,21600,342,15895,386,36,30,15859,382,13998,374,1861,241,5705,325,2523,71,653,91,630,94,23,18,1870,106,27835,344,24050,330,17319,438,9,15,17310,438,15529,468,1781,230,6731,385,3785,76,779,147,703,130,76,40,3006,147,5001600US4001,"Congressional District 1 (116th Congress), Oklahoma"
20272,277,11406,233,9860,247,4668,312,31,30,4637,313,3935,296,702,146,5192,350,1546,102,166,48,166,48,0,23,1380,94,8866,224,6834,230,4190,234,0,23,4190,234,3833,238,357,103,2644,220,2032,81,423,87,396,87,27,21,1609,98,5001600US4002,"Congressional District 2 (116th Congress), Oklahoma"
22987,488,13576,446,12177,465,6820,505,168,115,6652,512,5969,522,683,190,5357,439,1399,133,270,82,270,82,0,23,1129,145,9411,258,7555,292,4770,336,72,60,4698,336,4360,353,338,131,2785,297,1856,127,226,90,226,90,0,23,1630,151,5001600US4003,"Congressional District 3 (116th Congress), Oklahoma"
42717,1063,22599,763,20406,745,14813,824,1829,358,12984,758,11819,705,1165,319,5593,570,2193,179,391,93,371,94,20,25,1802,198,20118,685,17527,650,12311,612,389,138,11922,630,10780,598,1142,233,5216,445,2591,154,541,131,541,131,0,23,2050,195,5001600US4004,"Congressional District 4 (116th Congress), Oklahoma"
82662,1140,38169,670,33464,624,23914,866,183,119,23731,871,21348,847,2383,351,9550,587,4705,174,839,141,823,145,16,18,3866,195,44493,736,37746,679,26163,706,0,23,26163,706,24024,771,2139,351,11583,730,6747,163,1295,225,1270,224,25,19,5452,229,5001600US4005,"Congressional District 5 (116th Congress), Oklahoma"
12224,653,7414,499,6926,485,5341,456,29,27,5312,458,5045,458,267,123,1585,308,488,107,160,83,160,83,0,29,328,144,4810,383,4424,372,3086,328,0,29,3086,328,2973,316,113,111,1338,272,386,72,49,53,49,53,0,29,337,71,5001600US4101,"Congressional District 1 (116th Congress), Oregon"
4305,302,2972,244,2691,233,1408,208,7,16,1401,205,1203,184,198,101,1283,204,281,100,22,20,22,20,0,29,259,102,1333,169,1152,173,760,145,20,33,740,143,689,141,51,40,392,128,181,64,64,43,64,43,0,29,117,59,5001600US4102,"Congressional District 2 (116th Congress), Oregon"
32717,699,16010,545,14064,518,10676,543,0,29,10676,543,9489,563,1187,334,3388,469,1946,84,419,114,388,116,31,38,1527,123,16707,547,14183,534,9905,636,10,17,9895,635,8794,627,1101,267,4278,541,2524,92,480,147,440,137,40,75,2044,141,5001600US4103,"Congressional District 3 (116th Congress), Oregon"
5417,507,3147,306,2840,298,2084,253,3,7,2081,254,1932,248,149,85,756,193,307,66,39,37,24,28,15,25,268,71,2270,322,2047,323,1432,276,0,29,1432,276,1338,275,94,77,615,192,223,71,81,63,81,63,0,29,142,75,5001600US4104,"Congressional District 4 (116th Congress), Oregon"
6936,500,4182,354,3794,319,2508,301,1,5,2507,300,2365,310,142,73,1286,297,388,127,186,90,143,80,43,52,202,124,2754,325,2500,300,1789,247,0,29,1789,247,1562,243,227,112,711,236,254,119,28,31,28,31,0,29,226,117,5001600US4105,"Congressional District 5 (116th Congress), Oregon"
