C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,GEO_ID,NAME
26978,560,14195,398,13247,389,10699,447,35,37,10664,446,10126,497,538,175,2548,335,948,53,252,96,188,81,64,49,696,100,12783,354,11658,346,8437,429,0,24,8437,429,8021,449,416,148,3221,310,1125,42,186,79,173,76,13,21,939,67,5001600US4201,"Congressional District 1 (116th Congress), Pennsylvania"
129905,1850,62379,1351,57420,1308,37897,1387,39,41,37858,1390,32774,1356,5084,735,19523,1283,4959,244,721,203,614,197,107,66,4238,269,67526,1031,60633,940,35072,1031,0,24,35072,1031,30819,1126,4253,573,25561,1198,6893,252,700,180,563,166,137,109,6193,280,5001600US4202,"Congressional District 2 (116th Congress), Pennsylvania"
26768,1624,14052,1205,13169,1172,9397,910,15,21,9382,912,8708,897,674,250,3772,587,883,228,197,139,103,77,94,112,686,184,12716,857,11716,772,8213,631,17,21,8196,632,7501,576,695,230,3503,408,1000,218,231,144,130,106,101,101,769,177,5001600US4203,"Congressional District 3 (116th Congress), Pennsylvania"
24657,575,12786,389,12029,369,10046,397,89,77,9957,387,9357,414,600,195,1983,254,757,61,177,74,163,66,14,23,580,88,11871,370,10879,360,7530,404,0,24,7530,404,6906,368,624,220,3349,308,992,50,202,69,202,69,0,24,790,75,5001600US4204,"Congressional District 4 (116th Congress), Pennsylvania"
21831,1042,11416,770,10752,750,8435,787,17,23,8418,789,8082,787,336,155,2317,308,664,101,189,93,162,90,27,32,475,91,10415,517,9549,507,6325,471,0,24,6325,471,5780,456,545,188,3224,367,866,108,115,61,107,61,8,12,751,106,5001600US4205,"Congressional District 5 (116th Congress), Pennsylvania"
74559,775,37308,607,34845,603,28264,617,0,24,28264,617,25699,643,2565,373,6581,516,2463,96,519,135,501,129,18,20,1944,159,37251,393,34265,383,23335,671,0,24,23335,671,20360,783,2975,386,10930,642,2986,77,369,105,346,96,23,37,2617,128,5001600US4206,"Congressional District 6 (116th Congress), Pennsylvania"
95924,864,47216,466,43858,459,34384,823,18,23,34366,828,31692,891,2674,452,9474,733,3358,104,570,190,561,185,9,14,2788,191,48708,578,44286,560,29807,869,0,24,29807,869,26834,879,2973,420,14479,856,4422,113,607,194,587,194,20,25,3815,216,5001600US4207,"Congressional District 7 (116th Congress), Pennsylvania"
55032,852,27762,474,25896,461,19194,656,106,92,19088,664,17498,651,1590,290,6702,550,1866,113,423,154,399,152,24,27,1443,168,27270,576,24930,544,15933,656,11,17,15922,657,14288,668,1634,267,8997,676,2340,117,246,92,246,92,0,24,2094,138,5001600US4208,"Congressional District 8 (116th Congress), Pennsylvania"
32162,825,17490,609,16435,609,11588,629,0,24,11588,629,10506,638,1082,279,4847,484,1055,120,339,96,339,96,0,24,716,99,14672,441,13540,410,9073,478,0,24,9073,478,8320,480,753,186,4467,389,1132,98,114,57,91,52,23,26,1018,107,5001600US4209,"Congressional District 9 (116th Congress), Pennsylvania"
41108,690,20717,458,19450,461,14082,558,15,22,14067,561,13016,668,1051,343,5368,492,1267,70,268,115,260,114,8,13,999,125,20391,384,18850,374,12598,544,8,12,12590,544,11742,548,848,244,6252,550,1541,62,248,86,248,86,0,24,1293,96,5001600US4210,"Congressional District 10 (116th Congress), Pennsylvania"
42676,675,21177,431,19553,425,15476,541,0,24,15476,541,14580,622,896,263,4077,495,1624,52,257,101,244,96,13,20,1367,108,21499,377,19731,367,14289,564,0,24,14289,564,12887,555,1402,318,5442,504,1768,53,221,94,200,96,21,29,1547,99,5001600US4211,"Congressional District 11 (116th Congress), Pennsylvania"
12629,289,7172,254,6776,248,3863,318,4,8,3859,317,3509,354,350,159,2913,301,396,84,69,29,69,29,0,24,327,81,5457,263,4824,250,2790,295,0,24,2790,295,2453,301,337,113,2034,281,633,109,47,24,40,24,7,6,586,111,5001600US4212,"Congressional District 12 (116th Congress), Pennsylvania"
15382,343,8573,226,8045,228,5724,267,11,20,5713,269,5100,345,613,205,2321,268,528,103,139,76,128,76,11,15,389,92,6809,239,6229,259,4266,260,0,24,4266,260,3895,268,371,98,1963,274,580,109,43,34,43,34,0,24,537,109,5001600US4213,"Congressional District 13 (116th Congress), Pennsylvania"
6837,117,3889,129,3524,142,2362,171,0,24,2362,171,2134,187,228,87,1162,206,365,77,37,28,32,26,5,8,328,88,2948,87,2583,83,1766,147,0,24,1766,147,1672,154,94,56,817,152,365,40,111,51,102,52,9,14,254,41,5001600US4214,"Congressional District 14 (116th Congress), Pennsylvania"
8144,299,5885,305,5586,315,1739,248,1,3,1738,248,1548,228,190,102,3847,311,299,83,37,25,37,25,0,24,262,75,2259,231,1962,212,1246,163,0,24,1246,163,1086,144,160,72,716,142,297,105,14,12,14,12,0,24,283,105,5001600US4215,"Congressional District 15 (116th Congress), Pennsylvania"
11649,223,5877,171,5459,176,3447,269,2,4,3445,269,3035,288,410,143,2012,266,418,54,39,34,39,34,0,24,379,60,5772,130,5259,129,3128,229,0,24,3128,229,2802,232,326,111,2131,242,513,50,39,38,39,38,0,24,474,57,5001600US4216,"Congressional District 16 (116th Congress), Pennsylvania"
8142,581,4087,373,3759,372,3197,374,15,17,3182,371,3069,359,113,66,562,169,328,93,72,46,51,36,21,31,256,77,4055,355,3700,353,2699,291,23,26,2676,293,2553,297,123,64,1001,208,355,73,135,49,125,50,10,11,220,65,5001600US4217,"Congressional District 17 (116th Congress), Pennsylvania"
13046,575,6698,356,6240,354,4979,401,0,24,4979,401,4637,390,342,104,1261,207,458,80,76,49,76,49,0,24,382,82,6348,354,5670,351,3804,292,0,24,3804,292,3632,287,172,76,1866,243,678,70,121,54,113,53,8,12,557,73,5001600US4218,"Congressional District 18 (116th Congress), Pennsylvania"
69318,1595,34516,1026,32301,1036,24340,1117,287,116,24053,1120,21901,1184,2152,473,7961,734,2215,265,689,226,630,216,59,55,1526,260,34802,953,31768,917,21066,758,79,70,20987,754,18999,747,1988,433,10702,773,3034,312,317,103,296,102,21,33,2717,313,5001600US4401,"Congressional District 1 (116th Congress), Rhode Island"
47447,1571,23629,1016,22003,1040,16734,918,0,30,16734,918,15418,941,1316,322,5269,600,1626,264,348,153,348,153,0,30,1278,270,23818,955,21523,899,14898,766,16,26,14882,765,13701,786,1181,308,6625,611,2295,305,301,120,254,106,47,50,1994,319,5001600US4402,"Congressional District 2 (116th Congress), Rhode Island"
33515,697,17274,501,16295,521,13717,540,1038,248,12679,578,12440,621,239,199,2578,443,979,140,232,88,232,88,0,30,747,166,16241,395,15023,405,10021,495,298,218,9723,557,9284,545,439,175,5002,505,1218,127,214,87,214,87,0,30,1004,143,5001600US4501,"Congressional District 1 (116th Congress), South Carolina"
27998,610,15215,424,14494,402,12120,559,1502,291,10618,468,10051,490,567,190,2374,443,721,122,167,89,167,89,0,30,554,122,12783,368,11897,359,7168,449,655,203,6513,451,5998,463,515,161,4729,405,886,102,111,69,111,69,0,30,775,119,5001600US4502,"Congressional District 2 (116th Congress), South Carolina"
23465,630,13001,411,12382,388,9863,408,33,46,9830,413,9333,460,497,189,2519,358,619,126,224,93,221,92,3,7,395,126,10464,390,9907,390,5777,409,45,49,5732,413,5266,373,466,167,4130,433,557,164,139,81,139,81,0,30,418,147,5001600US4503,"Congressional District 3 (116th Congress), South Carolina"
41140,642,21972,367,20883,346,18260,427,68,46,18192,429,17751,436,441,162,2623,304,1089,101,337,99,326,99,11,17,752,108,19168,382,17824,362,11092,535,0,30,11092,535,10484,556,608,197,6732,462,1344,87,250,93,250,93,0,30,1094,103,5001600US4504,"Congressional District 4 (116th Congress), South Carolina"
22085,455,11262,354,10751,353,9259,373,264,163,8995,377,8701,407,294,138,1492,342,511,109,71,45,64,43,7,11,440,111,10823,411,9986,455,6165,581,38,38,6127,588,5601,504,526,296,3821,633,837,135,222,98,222,98,0,30,615,136,5001600US4505,"Congressional District 5 (116th Congress), South Carolina"
23202,1008,13504,654,12737,636,9751,637,502,150,9249,604,8980,601,269,118,2986,459,767,174,251,127,240,125,11,22,516,129,9698,580,8951,594,5379,455,126,66,5253,452,4626,432,627,197,3572,383,747,162,89,49,86,49,3,6,658,154,5001600US4506,"Congressional District 6 (116th Congress), South Carolina"
20651,229,11484,219,10695,195,8940,272,32,38,8908,269,8516,324,392,191,1755,292,789,105,171,86,171,86,0,30,618,113,9167,205,8204,228,4525,377,0,30,4525,377,4122,366,403,122,3679,402,963,86,93,70,63,63,30,46,870,96,5001600US4507,"Congressional District 7 (116th Congress), South Carolina"
21029,275,11675,325,11261,322,9490,301,229,97,9261,319,8585,330,676,223,1771,256,414,118,102,54,102,54,0,23,312,110,9354,287,8622,293,5845,421,20,22,5825,417,5385,414,440,194,2777,313,732,153,130,75,130,75,0,23,602,147,5001600US4600,"Congressional District (at Large) (116th Congress), South Dakota"
17532,291,9661,240,9182,252,7430,351,17,27,7413,351,6981,405,432,162,1752,356,479,124,211,86,211,86,0,29,268,86,7871,244,7235,300,4635,328,0,29,4635,328,4209,345,426,190,2600,264,636,155,203,116,203,116,0,29,433,123,5001600US4701,"Congressional District 1 (116th Congress), Tennessee"
20099,272,10607,202,9916,215,8256,292,52,76,8204,305,7939,333,265,127,1660,310,691,127,167,89,167,89,0,29,524,138,9492,225,8777,224,5249,469,0,29,5249,469,4853,415,396,180,3528,421,715,81,161,77,161,77,0,29,554,105,5001600US4702,"Congressional District 2 (116th Congress), Tennessee"
19692,251,10371,192,9681,202,8223,393,39,34,8184,387,7825,386,359,137,1458,316,690,126,162,95,142,92,20,26,528,110,9321,203,8559,203,5066,422,0,29,5066,422,4730,442,336,149,3493,448,762,136,88,87,88,87,0,29,674,108,5001600US4703,"Congressional District 3 (116th Congress), Tennessee"
33429,388,18075,298,17439,337,15096,464,38,32,15058,467,14650,481,408,142,2343,376,636,108,119,83,119,83,0,29,517,131,15354,302,14566,306,9818,551,0,29,9818,551,9032,592,786,229,4748,484,788,145,46,33,46,33,0,29,742,146,5001600US4704,"Congressional District 4 (116th Congress), Tennessee"
47276,214,25642,166,24698,158,21843,424,55,41,21788,431,21178,477,610,226,2855,438,944,37,483,133,465,130,18,40,461,132,21634,170,20606,173,13301,479,18,22,13283,480,12472,508,811,220,7305,484,1028,17,270,105,270,105,0,29,758,106,5001600US4705,"Congressional District 5 (116th Congress), Tennessee"
21723,281,11314,288,10641,296,8985,308,75,58,8910,312,8560,330,350,140,1656,302,673,125,65,51,65,51,0,29,608,128,10409,260,9756,275,6366,393,5,7,6361,394,5910,396,451,172,3390,374,653,122,76,67,76,67,0,29,577,120,5001600US4706,"Congressional District 6 (116th Congress), Tennessee"
