"GEO_ID","NAME","C23002I_001E","C23002I_001M","C23002I_002E","C23002I_002M","C23002I_003E","C23002I_003M","C23002I_004E","C23002I_004M","C23002I_005E","C23002I_005M","C23002I_006E","C23002I_006M","C23002I_007E","C23002I_007M","C23002I_008E","C23002I_008M","C23002I_009E","C23002I_009M","C23002I_010E","C23002I_010M","C23002I_011E","C23002I_011M","C23002I_012E","C23002I_012M","C23002I_013E","C23002I_013M","C23002I_014E","C23002I_014M","C23002I_015E","C23002I_015M","C23002I_016E","C23002I_016M","C23002I_017E","C23002I_017M","C23002I_018E","C23002I_018M","C23002I_019E","C23002I_019M","C23002I_020E","C23002I_020M","C23002I_021E","C23002I_021M","C23002I_022E","C23002I_022M","C23002I_023E","C23002I_023M","C23002I_024E","C23002I_024M","C23002I_025E","C23002I_025M","C23002I_026E","C23002I_026M","C23002I_027E","C23002I_027M"
"5001600US1212","Congressional District 12 (116th Congress), Florida","71689","1347","34437","828","30257","774","23800","820","46","41","23754","822","21897","767","1857","357","6457","554","4180","203","855","221","842","218","13","23","3325","229","37252","739","31643","700","20763","846","9","15","20754","846","19383","844","1371","256","10880","762","5609","275","597","176","559","177","38","36","5012","292"
"5001600US4003","Congressional District 3 (116th Congress), Oklahoma","50786","400","28071","292","26695","318","19701","553","210","91","19491","551","18710","527","781","192","6994","541","1376","171","523","145","512","140","11","19","853","119","22715","272","21125","324","13056","445","44","42","13012","446","12384","462","628","162","8069","478","1590","174","303","80","298","80","5","9","1287","176"
"5001600US3904","Congressional District 4 (116th Congress), Ohio","17733","590","9853","487","9083","466","6609","451","12","17","6597","448","6110","459","487","193","2474","271","770","133","126","58","126","58","0","27","644","116","7880","324","7117","346","4829","327","0","27","4829","327","4435","308","394","133","2288","305","763","123","25","23","25","23","0","27","738","121"
"5001600US4102","Congressional District 2 (116th Congress), Oregon","73366","404","38755","323","36093","364","28823","581","91","74","28732","572","26463","665","2269","434","7270","531","2662","135","778","184","716","174","62","56","1884","178","34611","316","31790","293","21505","606","1","2","21504","606","19778","634","1726","329","10285","653","2821","123","555","138","555","138","0","28","2266","168"
"5001600US2101","Congressional District 1 (116th Congress), Kentucky","14237","402","8297","352","7844","324","6424","306","1083","162","5341","357","5095","378","246","114","1420","314","453","157","116","80","93","74","23","26","337","135","5940","314","5463","317","2625","273","0","27","2625","273","2152","279","473","182","2838","332","477","145","26","30","26","30","0","27","451","140"
"5001600US0653","Congressional District 53 (116th Congress), California","191986","2911","92740","2080","86244","2089","71025","1967","1532","310","69493","1919","64543","1882","4950","683","15219","1166","6496","568","1340","253","1283","251","57","37","5156","494","99246","1949","88495","1885","60606","1585","390","171","60216","1607","55150","1514","5066","532","27889","1463","10751","678","1326","241","1317","242","9","13","9425","640"
"5001600US2708","Congressional District 8 (116th Congress), Minnesota","7753","104","3993","131","3753","133","2520","138","44","53","2476","150","2331","159","145","60","1233","124","240","64","31","14","28","14","3","4","209","61","3760","106","3425","104","2402","158","15","22","2387","157","2227","170","160","56","1023","143","335","45","89","41","86","40","3","7","246","46"
"5001600US1225","Congressional District 25 (116th Congress), Florida","474682","3019","228624","2424","192051","2244","155654","2421","121","98","155533","2414","148682","2457","6851","705","36397","1553","36573","1065","7036","528","6810","533","226","92","29537","1029","246058","2149","192874","1985","133901","1973","0","31","133901","1973","125464","2021","8437","872","58973","2067","53184","1175","5199","478","5000","468","199","86","47985","1162"
"5001600US0408","Congressional District 8 (116th Congress), Arizona","106437","2432","51769","1676","47318","1633","37798","1412","157","73","37641","1401","35373","1412","2268","356","9520","719","4451","403","901","225","839","224","62","55","3550","348","54668","1713","49272","1659","33371","1421","116","110","33255","1438","31184","1360","2071","392","15901","909","5396","455","479","147","466","145","13","22","4917","423"
"5001600US0901","Congressional District 1 (116th Congress), Connecticut","86618","1020","41317","784","37824","819","28169","935","22","38","28147","938","24187","950","3960","432","9655","687","3493","243","789","163","744","159","45","47","2704","267","45301","682","40094","703","28205","880","0","29","28205","880","25429","857","2776","390","11889","602","5207","191","279","101","279","101","0","29","4928","217"
"5001600US1206","Congressional District 6 (116th Congress), Florida","70193","871","34374","599","29654","587","21366","840","1","4","21365","841","20088","822","1277","325","8288","695","4720","123","637","184","596","181","41","40","4083","209","35819","503","29477","508","18059","743","0","31","18059","743","16706","791","1353","322","11418","708","6342","139","445","146","389","127","56","71","5897","205"
"5001600US1802","Congressional District 2 (116th Congress), Indiana","43696","404","23134","306","21875","318","18168","478","12","19","18156","478","17011","561","1145","293","3707","436","1259","91","333","109","290","100","43","46","926","127","20562","264","19210","256","12298","506","28","37","12270","505","11258","499","1012","236","6912","511","1352","101","199","94","166","85","33","43","1153","126"
"5001600US0606","Congressional District 6 (116th Congress), California","148523","2256","73263","1384","67621","1280","53073","1270","105","68","52968","1281","48829","1231","4139","500","14548","882","5642","424","953","192","853","186","100","72","4689","415","75260","1476","68256","1371","44115","1289","14","23","44101","1285","40584","1240","3517","452","24141","1119","7004","343","682","144","657","138","25","26","6322","352"
"5001600US2606","Congressional District 6 (116th Congress), Michigan","28409","186","14621","162","13690","156","11252","335","18","22","11234","337","10447","395","787","167","2438","329","931","41","168","56","133","55","35","29","763","65","13788","150","12846","151","8573","354","31","46","8542","358","7816","388","726","201","4273","353","942","20","147","67","147","67","0","23","795","71"
"5001600US3713","Congressional District 13 (116th Congress), North Carolina","39084","929","19742","633","18802","655","16430","605","14","26","16416","601","15646","595","770","222","2372","311","940","112","368","124","368","124","0","29","572","149","19342","527","18152","502","10652","575","17","27","10635","580","9805","550","830","227","7500","544","1190","117","199","95","170","94","29","31","991","129"
"5001600US4823","Congressional District 23 (116th Congress), Texas","384491","3331","192350","2291","167743","2163","124304","2199","583","189","123721","2165","115556","2136","8165","880","43439","1457","24607","700","4693","461","4384","417","309","167","19914","717","192141","2113","162793","2018","98579","2153","177","64","98402","2157","91341","2049","7061","851","64214","1803","29348","684","3136","341","3074","334","62","60","26212","700"
"5001600US0646","Congressional District 46 (116th Congress), California","346862","3154","176054","2150","165707","2014","137993","2047","141","121","137852","2077","130530","2128","7322","737","27714","1104","10347","525","2422","293","2339","292","83","52","7925","475","170808","1967","157214","1839","102321","1530","0","29","102321","1530","95675","1565","6646","589","54893","1443","13594","644","1604","270","1556","275","48","36","11990","610"
"5001600US5600","Congressional District (at Large) (116th Congress), Wyoming","39165","272","21008","323","19313","327","15342","453","334","117","15008","445","14053","464","955","262","3971","497","1695","131","349","100","336","99","13","22","1346","140","18157","260","16194","246","11415","403","89","52","11326","399","10842","398","484","175","4779","372","1963","127","390","128","379","126","11","17","1573","166"
"5001600US3907","Congressional District 7 (116th Congress), Ohio","10729","559","5456","361","5077","348","4302","326","18","31","4284","329","3893","311","391","170","775","145","379","113","147","83","147","83","0","27","232","104","5273","398","4715","354","3099","309","0","27","3099","309","2710","280","389","142","1616","239","558","144","79","68","79","68","0","27","479","128"
"5001600US0609","Congressional District 9 (116th Congress), California","201486","2114","101715","1464","93363","1376","73595","1495","79","68","73516","1498","66821","1448","6695","751","19768","884","8352","372","1362","212","1313","211","49","29","6990","384","99771","1033","89155","1108","54198","1339","21","27","54177","1335","48437","1500","5740","639","34957","1345","10616","440","1291","236","1180","227","111","68","9325","458"
"5001600US1313","Congressional District 13 (116th Congress), Georgia","52828","2017","26076","1195","24705","1206","21209","1022","77","76","21132","1019","20365","1004","767","250","3496","523","1371","225","426","165","406","165","20","23","945","200","26752","1171","25342","1116","14845","942","31","46","14814","946","13805","1005","1009","283","10497","733","1410","227","161","101","161","101","0","31","1249","231"
"5001600US3910","Congressional District 10 (116th Congress), Ohio","14116","110","7201","63","6761","77","5502","205","250","128","5252","230","4707","290","545","198","1259","203","440","54","121","70","121","70","0","27","319","75","6915","93","6326","122","3897","289","50","52","3847","280","3487","300","360","174","2429","287","589","64","106","57","106","57","0","27","483","89"
"5001600US4805","Congressional District 5 (116th Congress), Texas","137698","2628","73295","1712","69869","1623","57149","1741","21","25","57128","1731","54868","1713","2260","414","12720","896","3426","328","879","214","841","212","38","37","2547","305","64403","1440","60407","1338","35519","1226","10","18","35509","1227","33074","1140","2435","426","24888","1139","3996","384","813","186","805","189","8","12","3183","392"
"5001600US0107","Congressional District 7 (116th Congress), Alabama","13258","747","7169","517","6797","514","5812","505","31","33","5781","511","5499","501","282","119","985","222","372","95","28","27","28","27","0","28","344","97","6089","421","5763","414","2978","379","12","24","2966","378","2733","365","233","108","2785","308","326","135","50","35","29","28","21","31","276","132"
"5001600US1307","Congressional District 7 (116th Congress), Georgia","103429","1770","54612","1155","52437","1104","44959","1191","58","47","44901","1193","43663","1161","1238","289","7478","750","2175","256","822","216","822","216","0","31","1353","220","48817","1079","45483","1073","28394","1069","0","31","28394","1069","26878","1046","1516","333","17089","1143","3334","171","531","181","531","181","0","31","2803","217"
"5001600US2602","Congressional District 2 (116th Congress), Michigan","46141","928","23679","614","22174","607","18433","675","0","23","18433","675","17057","692","1376","356","3741","449","1505","93","263","89","226","75","37","41","1242","128","22462","544","20645","543","14706","582","0","23","14706","582","13779","583","927","297","5939","581","1817","166","196","106","195","105","1","3","1621","167"
"5001600US4103","Congressional District 3 (116th Congress), Oregon","64556","757","33998","514","32752","492","27479","536","15","25","27464","539","26302","581","1162","235","5273","491","1246","87","328","100","323","100","5","10","918","119","30558","441","28804","439","20524","680","0","28","20524","680","19038","646","1486","323","8280","712","1754","100","289","111","261","105","28","27","1465","115"
"5001600US0903","Congressional District 3 (116th Congress), Connecticut","79298","1637","39438","1016","37365","987","29279","1057","11","17","29268","1057","26682","1052","2586","416","8086","601","2073","233","244","130","244","130","0","29","1829","240","39860","1000","36477","998","25605","986","20","30","25585","987","23158","928","2427","379","10872","709","3383","287","499","163","484","162","15","18","2884","304"
"5001600US3800","Congressional District (at Large) (116th Congress), North Dakota","17204","217","9620","278","9354","284","7928","372","466","131","7462","394","7197","413","265","139","1426","301","266","81","65","40","65","40","0","22","201","65","7584","253","7257","261","5330","345","172","109","5158","341","4899","313","259","118","1927","283","327","75","85","38","85","38","0","22","242","72"
"5001600US3912","Congressional District 12 (116th Congress), Ohio","12935","825","6707","517","6277","497","4843","482","0","27","4843","482","4580","487","263","115","1434","245","430","131","107","63","107","63","0","27","323","122","6228","448","5763","416","4438","406","0","27","4438","406","4242","406","196","106","1325","242","465","134","54","44","54","44","0","27","411","144"
"5001600US1219","Congressional District 19 (116th Congress), Florida","117331","1657","58846","1062","53174","1025","44490","1129","101","83","44389","1123","42664","1135","1725","291","8684","782","5672","384","1074","272","1016","262","58","59","4598","369","58485","1124","50919","993","33105","1122","0","31","33105","1122","30344","1205","2761","512","17814","1025","7566","411","920","224","867","221","53","39","6646","362"
"5001600US3201","Congressional District 1 (116th Congress), Nevada","227595","2708","116680","1873","109065","1795","91397","1576","38","36","91359","1582","84923","1556","6436","582","17668","836","7615","494","1699","243","1553","247","146","77","5916","483","110915","1480","101622","1592","68264","1476","0","29","68264","1476","62675","1422","5589","658","33358","1157","9293","577","1554","325","1513","317","41","34","7739","529"
"5001600US3616","Congressional District 16 (116th Congress), New York","140329","2930","66140","1970","58329","1912","45572","1713","12","15","45560","1710","42574","1725","2986","479","12757","874","7811","532","1690","334","1638","337","52","40","6121","515","74189","1663","64358","1605","43244","1470","0","28","43244","1470","39639","1399","3605","439","21114","1178","9831","672","1250","315","1234","316","16","20","8581","630"
"5001600US3402","Congressional District 2 (116th Congress), New Jersey","80639","814","41772","530","38698","515","29753","681","278","108","29475","686","27313","787","2162","384","8945","522","3074","78","697","176","680","177","17","19","2377","180","38867","419","35344","406","23996","724","0","28","23996","724","21290","757","2706","373","11348","708","3523","74","372","115","369","113","3","8","3151","134"
"5001600US3405","Congressional District 5 (116th Congress), New Jersey","75820","2083","36142","1241","33264","1153","28139","1088","10","17","28129","1088","26856","1073","1273","274","5125","546","2878","368","1176","238","1161","240","15","17","1702","319","39678","1169","34873","1164","25383","992","9","15","25374","990","24413","966","961","206","9490","757","4805","372","759","176","750","176","9","11","4046","360"
"5001600US1216","Congressional District 16 (116th Congress), Florida","96810","1976","49274","1157","45287","1115","37687","1417","133","75","37554","1443","35886","1371","1668","326","7600","1006","3987","310","833","184","735","180","98","45","3154","343","47536","1169","42178","1078","27690","1009","88","97","27602","1027","25487","1036","2115","366","14488","929","5358","370","561","149","518","144","43","50","4797","362"
"5001600US1803","Congressional District 3 (116th Congress), Indiana","28523","332","14328","289","13515","288","10953","368","25","39","10928","369","10620","377","308","89","2562","332","813","85","201","69","187","63","14","23","612","88","14195","222","13245","225","9097","430","0","27","9097","430","8502","456","595","160","4148","400","950","97","174","67","174","67","0","27","776","98"
"5001600US5501","Congressional District 1 (116th Congress), Wisconsin","46171","835","23825","512","22401","491","18286","433","64","58","18222","432","17047","483","1175","247","4115","406","1424","76","318","89","308","90","10","16","1106","123","22346","530","20787","520","14894","618","0","20","14894","618","13891","592","1003","246","5893","552","1559","106","148","67","142","67","6","10","1411","132"
"5001600US0613","Congressional District 13 (116th Congress), California","122210","2169","61595","1355","57938","1343","47741","1361","150","57","47591","1374","44858","1272","2733","370","10197","761","3657","339","848","203","808","198","40","29","2809","295","60615","1201","55580","1160","36594","1015","59","47","36535","1009","34299","953","2236","295","18986","824","5035","326","884","171","833","160","51","55","4151","318"
"5001600US5104","Congressional District 4 (116th Congress), Virginia","28832","916","15357","488","14426","514","12025","508","681","176","11344","541","10687","542","657","193","2401","304","931","146","320","159","320","159","0","28","611","138","13475","573","12689","561","7805","563","138","75","7667","566","7104","568","563","190","4884","473","786","141","183","79","166","85","17","27","603","143"
"5001600US4216","Congressional District 16 (116th Congress), Pennsylvania","11375","193","5815","138","5388","138","3476","251","0","24","3476","251","2933","271","543","180","1912","244","427","39","52","35","52","35","0","24","375","45","5560","128","5099","133","3048","261","0","24","3048","261","2700","236","348","121","2051","260","461","43","39","33","39","33","0","24","422","51"
"5001600US4005","Congressional District 5 (116th Congress), Oklahoma","83512","523","43980","307","41818","295","35825","498","196","102","35629","514","34182","541","1447","248","5993","517","2162","65","612","157","606","158","6","11","1550","160","39532","349","37262","340","22424","676","8","13","22416","675","20859","740","1557","274","14838","700","2270","77","340","101","334","101","6","9","1930","121"
"5001600US3709","Congressional District 9 (116th Congress), North Carolina","40214","1134","20846","694","19905","705","16670","672","199","152","16471","680","15665","651","806","193","3235","291","941","149","190","81","190","81","0","29","751","141","19368","671","17994","662","10377","570","17","25","10360","570","9672","531","688","208","7617","502","1374","182","142","77","127","70","15","23","1232","190"
"5001600US2201","Congressional District 1 (116th Congress), Louisiana","52185","1401","27883","939","25247","952","21835","1010","202","107","21633","1010","20316","996","1317","351","3412","413","2636","233","763","162","728","154","35","49","1873","215","24302","761","20953","686","13337","647","20","28","13317","648","12314","629","1003","233","7616","606","3349","259","504","151","489","153","15","15","2845","253"
"5001600US0625","Congressional District 25 (116th Congress), California","197578","3163","97471","1708","90177","1684","68945","1455","82","70","68863","1447","64405","1482","4458","600","21232","1107","7294","559","1313","216","1264","210","49","35","5981","515","100107","2108","90494","1806","52574","1298","6","9","52568","1298","48693","1214","3875","415","37920","1392","9613","630","962","187","907","180","55","53","8651","633"
"5001600US1801","Congressional District 1 (116th Congress), Indiana","79595","360","40157","209","36238","210","27839","567","9","14","27830","565","25681","572","2149","342","8399","583","3919","23","547","127","510","129","37","30","3372","131","39438","251","35039","239","21454","722","0","27","21454","722","20217","743","1237","279","13585","717","4399","38","462","136","452","130","10","16","3937","144"
"5001600US4817","Congressional District 17 (116th Congress), Texas","138534","1819","70683","1189","66604","1188","52201","1142","131","89","52070","1135","50106","1140","1964","343","14403","753","4079","199","1330","214","1253","218","77","52","2749","261","67851","1077","62548","1039","40998","1269","26","24","40972","1265","38967","1278","2005","373","21550","898","5303","384","743","155","743","155","0","31","4560","391"
"5001600US4903","Congressional District 3 (116th Congress), Utah","51593","1238","25608","724","24252","719","21081","735","26","26","21055","734","20147","756","908","194","3171","352","1356","124","427","105","427","105","0","27","929","116","25985","729","24214","707","15871","661","7","12","15864","663","15071","599","793","190","8343","469","1771","166","287","94","287","94","0","27","1484","189"
"5001600US1305","Congressional District 5 (116th Congress), Georgia","33706","1241","17287","864","16594","849","13622","841","54","53","13568","849","13118","857","450","165","2972","291","693","160","127","54","107","51","20","23","566","153","16419","806","15536","775","10095","713","19","30","10076","711","9398","721","678","161","5441","443","883","169","141","78","108","64","33","41","742","169"
"5001600US2803","Congressional District 3 (116th Congress), Mississippi","12135","574","7351","530","6887","534","4522","428","96","70","4426","423","4016","414","410","246","2365","384","464","157","168","103","163","101","5","10","296","121","4784","334","4444","333","2548","331","17","15","2531","332","2277","323","254","127","1896","238","340","111","64","51","64","51","0","30","276","95"
"5001600US0617","Congressional District 17 (116th Congress), California","93307","2049","47842","1352","43757","1277","35842","1363","41","38","35801","1360","34233","1352","1568","281","7915","730","4085","394","828","212","818","209","10","15","3257","352","45465","1363","39952","1345","27344","1069","0","29","27344","1069","26158","1078","1186","238","12608","946","5513","429","901","190","840","184","61","44","4612","383"
"5001600US4217","Congressional District 17 (116th Congress), Pennsylvania","7558","495","3778","355","3449","352","2828","343","8","9","2820","343","2741","335","79","40","621","152","329","88","70","53","48","45","22","35","259","71","3780","321","3397","306","2503","262","23","28","2480","263","2373","249","107","55","894","171","383","92","133","61","121","60","12","13","250","78"
"5001600US0106","Congressional District 6 (116th Congress), Alabama","21366","722","11381","465","10801","465","9248","474","34","51","9214","486","8784","515","430","165","1553","272","580","98","177","83","168","84","9","15","403","102","9985","371","9322","377","5325","454","0","28","5325","454","5044","451","281","130","3997","428","663","77","132","62","122","61","10","18","531","82"
"5001600US1217","Congressional District 17 (116th Congress), Florida","84312","1876","46260","1251","41291","1094","30449","862","27","21","30422","864","28397","949","2025","401","10842","982","4969","422","1005","290","1001","290","4","9","3964","402","38052","978","33024","937","20228","961","1","7","20227","962","18660","917","1567","322","12796","984","5028","340","524","148","502","143","22","29","4504","316"
"5001600US4205","Congressional District 5 (116th Congress), Pennsylvania","21379","1108","11227","776","10564","763","7899","789","15","21","7884","786","7394","758","490","167","2665","332","663","115","145","63","121","57","24","30","518","114","10152","523","9327","514","5872","419","0","24","5872","419","5280","446","592","146","3455","410","825","123","123","57","102","53","21","27","702","121"
"5001600US4702","Congressional District 2 (116th Congress), Tennessee","19033","184","10155","174","9594","185","7997","262","4","7","7993","262","7830","273","163","104","1597","248","561","112","140","94","140","94","0","29","421","140","8878","163","8180","150","5015","332","0","29","5015","332","4630","345","385","176","3165","367","698","105","148","80","148","80","0","29","550","127"
"5001600US3622","Congressional District 22 (116th Congress), New York","18118","183","9490","139","8799","142","5510","301","35","35","5475","300","4956","313","519","156","3289","263","691","57","99","53","86","51","13","13","592","69","8628","159","7963","170","4959","333","0","28","4959","333","4372","371","587","185","3004","341","665","49","82","50","82","50","0","28","583","62"
"5001600US0610","Congressional District 10 (116th Congress), California","222536","1423","112425","911","103613","819","82066","1088","163","98","81903","1103","73506","1191","8397","660","21547","929","8812","264","1532","235","1366","217","166","93","7280","273","110111","901","99631","881","60259","1330","11","17","60248","1329","52664","1356","7584","594","39372","1316","10480","266","1117","213","999","227","118","71","9363","338"
"5001600US2904","Congressional District 4 (116th Congress), Missouri","19776","220","10605","215","10022","237","8067","340","1573","324","6494","357","6330","370","164","82","1955","344","583","146","89","49","89","49","0","26","494","143","9171","241","8435","257","5857","323","758","241","5099","350","4732","349","367","160","2578","366","736","139","72","63","72","63","0","26","664","155"
"5001600US1210","Congressional District 10 (116th Congress), Florida","168341","3448","82630","2205","75068","1996","61866","1797","0","31","61866","1797","58649","1720","3217","666","13202","1135","7562","562","1670","428","1562","422","108","83","5892","525","85711","2051","75383","1910","50698","1753","36","35","50662","1753","46855","1700","3807","673","24685","1433","10328","551","1367","273","1279","255","88","90","8961","605"
"5001600US4004","Congressional District 4 (116th Congress), Oklahoma","45796","531","23948","332","22702","335","18334","409","1468","238","16866","424","15858","457","1008","249","4368","376","1246","90","316","99","301","95","15","21","930","100","21848","304","20217","324","13097","497","452","181","12645","477","11652","531","993","258","7120","473","1631","112","376","128","339","117","37","41","1255","122"
"5001600US2614","Congressional District 14 (116th Congress), Michigan","23067","1225","11678","772","10643","724","8482","673","0","23","8482","673","7793","653","689","186","2161","343","1035","180","146","64","146","64","0","23","889","177","11389","651","10333","643","5661","410","0","23","5661","410","5063","405","598","157","4672","472","1056","186","57","45","57","45","0","23","999","182"
"5001600US3404","Congressional District 4 (116th Congress), New Jersey","53944","1280","26977","792","24910","754","21518","767","7","10","21511","765","20490","741","1021","233","3392","417","2067","259","625","134","625","134","0","28","1442","212","26967","920","23929","814","17041","851","0","28","17041","851","15638","833","1403","291","6888","560","3038","263","400","141","400","141","0","28","2638","263"
"5001600US2601","Congressional District 1 (116th Congress), Michigan","9124","122","4856","153","4440","145","2815","193","58","45","2757","197","2510","189","247","76","1625","201","416","87","55","37","55","37","0","23","361","75","4268","139","3876","146","2606","199","17","19","2589","199","2321","223","268","134","1270","202","392","71","41","31","41","31","0","23","351","71"
"5001600US4829","Congressional District 29 (116th Congress), Texas","404383","5497","206951","3514","190832","3387","160574","3016","75","59","160499","3005","151515","2916","8984","879","30258","1241","16119","673","4112","440","3883","425","229","125","12007","642","197432","2770","177939","2587","97283","2225","31","50","97252","2222","90238","2079","7014","616","80656","2175","19493","853","2279","357","2221","353","58","44","17214","761"
"5001600US5111","Congressional District 11 (116th Congress), Virginia","104612","2067","52892","1351","49805","1283","43583","1257","402","127","43181","1265","41494","1252","1687","341","6222","515","3087","251","1382","240","1284","222","98","84","1705","231","51720","1297","47483","1191","35683","1171","164","73","35519","1171","32904","1129","2615","465","11800","795","4237","345","878","153","860","153","18","21","3359","344"
"5001600US3906","Congressional District 6 (116th Congress), Ohio","5751","377","3197","292","2830","288","1833","254","13","22","1820","257","1631","271","189","111","997","188","367","116","80","84","80","84","0","27","287","106","2554","264","2191","264","1240","253","0","27","1240","253","1147","253","93","49","951","221","363","98","35","31","35","31","0","27","328","99"
"5001600US5302","Congressional District 2 (116th Congress), Washington","52844","1331","27544","833","26317","837","22492","828","873","185","21619","838","20459","841","1160","290","3825","386","1227","170","311","119","294","113","17","24","916","166","25300","823","23822","764","16275","721","341","99","15934","724","14603","725","1331","347","7547","714","1478","196","122","62","122","62","0","28","1356","210"
"5001600US3409","Congressional District 9 (116th Congress), New Jersey","212003","2308","104256","1432","94327","1402","74816","1431","100","72","74716","1448","71213","1450","3503","499","19511","990","9929","437","2648","328","2536","327","112","69","7281","475","107747","1348","94916","1328","62235","1424","66","55","62169","1417","58966","1411","3203","456","32681","1246","12831","407","1707","259","1662","259","45","36","11124","417"
"5001600US3601","Congressional District 1 (116th Congress), New York","74138","2103","39450","1407","36666","1372","29544","1314","9","15","29535","1314","28287","1340","1248","254","7122","717","2784","352","783","241","783","241","0","28","2001","327","34688","1220","30934","1138","20483","948","0","28","20483","948","19546","938","937","290","10451","720","3754","331","568","136","564","134","4","7","3186","355"
"5001600US1710","Congressional District 10 (116th Congress), Illinois","110587","1672","58153","1083","55022","1120","47457","1112","1406","361","46051","1205","43592","1204","2459","359","7565","614","3131","194","841","164","841","164","0","26","2290","208","52434","899","49009","865","34627","1029","215","118","34412","1039","32184","1007","2228","333","14382","852","3425","232","547","182","523","184","24","28","2878","281"
"5001600US4214","Congressional District 14 (116th Congress), Pennsylvania","6554","110","3681","96","3351","112","2171","200","0","24","2171","200","1906","176","265","104","1180","194","330","64","37","25","32","24","5","10","293","69","2873","69","2533","68","1717","152","0","24","1717","152","1629","157","88","57","816","150","340","38","98","54","88","55","10","14","242","57"
"5001600US4812","Congressional District 12 (116th Congress), Texas","125225","2437","61785","1652","58207","1671","49792","1581","211","102","49581","1580","47262","1537","2319","440","8415","817","3578","347","981","226","945","222","36","32","2597","318","63440","1518","58765","1442","38000","1434","14","13","37986","1432","34872","1388","3114","536","20765","1030","4675","430","527","150","474","145","53","50","4148","414"
"5001600US4815","Congressional District 15 (116th Congress), Texas","444019","3104","214799","1964","190562","1861","141165","1920","181","109","140984","1923","129882","2046","11102","1006","49397","1465","24237","613","4753","456","4550","457","203","97","19484","661","229220","1965","197014","1775","115940","2011","38","44","115902","2009","107810","2049","8092","730","81074","2027","32206","762","3653","379","3620","380","33","26","28553","747"
"5001600US4208","Congressional District 8 (116th Congress), Pennsylvania","52279","896","26344","569","24557","562","17986","602","45","44","17941","601","16405","600","1536","327","6571","444","1787","113","455","148","432","148","23","23","1332","176","25935","502","23834","461","14989","647","0","24","14989","647","13537","640","1452","305","8845","602","2101","120","237","88","237","88","0","24","1864","145"
"5001600US2905","Congressional District 5 (116th Congress), Missouri","45429","648","22813","320","21191","327","17806","380","47","46","17759","380","17063","451","696","208","3385","426","1622","108","343","78","298","86","45","56","1279","128","22616","459","20573","407","13878","537","0","26","13878","537","13035","592","843","240","6695","469","2043","114","405","147","396","146","9","15","1638","172"
"5001600US2402","Congressional District 2 (116th Congress), Maryland","34786","1276","17655","779","17013","777","14834","761","544","145","14290","749","13617","732","673","210","2179","287","642","150","240","120","190","109","50","53","402","125","17131","830","16080","814","11315","770","160","102","11155","759","10528","729","627","209","4765","455","1051","175","214","105","201","103","13","19","837","158"
"5001600US4813","Congressional District 13 (116th Congress), Texas","130888","532","69170","441","64402","494","50198","824","716","216","49482","796","47171","854","2311","417","14204","721","4768","198","1214","194","1169","187","45","40","3554","227","61718","431","56183","423","35939","822","112","79","35827","822","33575","831","2252","397","20244","868","5535","142","765","153","689","149","76","74","4770","176"
"5001600US0802","Congressional District 2 (116th Congress), Colorado","60649","1036","31131","740","29101","739","23958","721","16","24","23942","723","22656","736","1286","273","5143","451","2030","154","382","111","382","111","0","28","1648","186","29518","708","27154","683","18852","879","26","33","18826","878","17735","860","1091","248","8302","742","2364","161","274","96","266","94","8","15","2090","188"
"5001600US0652","Congressional District 52 (116th Congress), California","83730","2680","42660","1988","39581","1980","32650","1797","3312","950","29338","1463","27719","1432","1619","340","6931","867","3079","323","917","215","845","200","72","53","2162","316","41070","1330","36798","1278","26415","1127","471","221","25944","1110","24184","981","1760","413","10383","720","4272","381","662","176","662","176","0","29","3610","336"
"5001600US3611","Congressional District 11 (116th Congress), New York","91673","1801","45238","1069","41745","1055","31124","1095","90","48","31034","1085","28952","1063","2082","370","10621","675","3493","213","748","166","725","164","23","26","2745","256","46435","944","41437","886","25025","969","41","52","24984","971","23334","899","1650","312","16412","889","4998","251","656","208","643","205","13","19","4342","282"
"5001600US2003","Congressional District 3 (116th Congress), Kansas","59661","277","30631","202","28922","191","25154","417","36","33","25118","416","24018","469","1100","227","3768","365","1709","37","635","129","619","130","16","16","1074","138","29030","167","26949","167","19196","464","0","24","19196","464","17711","470","1485","272","7753","424","2081","5","390","86","345","86","45","34","1691","87"
"5001600US1209","Congressional District 9 (116th Congress), Florida","255791","3217","123801","1869","110977","1862","86076","1874","64","52","86012","1870","81365","1908","4647","692","24901","1522","12824","533","1980","341","1965","340","15","30","10844","586","131990","1913","114158","1771","73937","1949","17","28","73920","1951","68043","1890","5877","877","40221","1864","17832","579","1007","243","924","235","83","65","16825","613"
"5001600US1301","Congressional District 1 (116th Congress), Georgia","34358","490","18717","424","18015","418","14131","422","1682","317","12449","478","12000","452","449","162","3884","533","702","159","136","97","126","94","10","17","566","175","15641","273","14762","273","8614","495","274","125","8340","501","7602","510","738","173","6148","492","879","175","103","82","67","63","36","59","776","161"
"5001600US1805","Congressional District 5 (116th Congress), Indiana","21938","830","11124","520","10695","528","9230","526","28","36","9202","524","8908","523","294","106","1465","225","429","113","153","94","153","94","0","27","276","95","10814","469","10115","468","7174","430","13","21","7161","429","6764","414","397","140","2941","455","699","135","95","69","89","68","6","10","604","125"
