C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,GEO_ID,NAME
204234,3277,96037,2055,76608,1975,62568,1573,93,84,62475,1574,59509,1531,2966,384,14040,874,19429,772,3606,403,3513,391,93,48,15823,782,108197,1931,80739,1586,58803,1373,51,60,58752,1394,55848,1269,2904,406,21936,1106,27458,937,3166,383,3138,381,28,30,24292,945,5001600US3608,"Congressional District 8 (116th Congress), New York"
209751,2541,100960,1473,83660,1458,68453,1403,22,24,68431,1407,65333,1402,3098,393,15207,764,17300,570,4845,402,4744,404,101,54,12455,514,108791,1619,87605,1510,65487,1201,24,36,65463,1197,62728,1215,2735,268,22118,947,21186,721,4232,368,4127,366,105,52,16954,672,5001600US3609,"Congressional District 9 (116th Congress), New York"
414192,3571,202030,2358,165403,2296,136699,2308,9,10,136690,2307,131296,2242,5394,677,28704,1496,36627,1212,13844,815,13419,775,425,171,22783,1010,212162,2789,161137,2336,121152,2287,0,28,121152,2287,115678,2250,5474,569,39985,1413,51025,1641,12613,963,12205,955,408,160,38412,1603,5001600US3610,"Congressional District 10 (116th Congress), New York"
417640,2266,199648,1499,159067,1449,122303,1504,321,151,121982,1514,115916,1472,6066,522,36764,1169,40581,597,7968,534,7671,537,297,92,32613,698,217992,1371,163201,1272,106981,1578,65,49,106916,1587,102421,1529,4495,520,56220,1452,54791,685,7439,486,7241,476,198,69,47352,700,5001600US3611,"Congressional District 11 (116th Congress), New York"
474944,4601,226929,3046,185609,2990,160772,2681,65,52,160707,2679,155901,2668,4806,519,24837,1656,41320,1055,15774,1057,15356,1042,418,151,25546,994,248015,3100,194386,2925,156555,3004,74,77,156481,2999,151530,2971,4951,554,37831,1697,53629,1482,12404,1050,12145,1024,259,127,41225,1433,5001600US3612,"Congressional District 12 (116th Congress), New York"
180925,4639,86301,2573,74580,2312,60924,2138,79,60,60845,2137,56945,2036,3900,543,13656,1090,11721,801,2720,342,2548,351,172,96,9001,729,94624,2856,76027,2414,56839,1960,7,10,56832,1961,53559,1939,3273,420,19188,1206,18597,858,2425,381,2217,354,208,102,16172,781,5001600US3613,"Congressional District 13 (116th Congress), New York"
254016,4650,129009,2441,105626,2330,86425,2188,92,57,86333,2192,82619,2220,3714,406,19201,963,23383,886,3900,343,3728,337,172,80,19483,860,125007,2913,92893,2503,64864,1634,20,30,64844,1632,61645,1627,3199,343,28029,1574,32114,1121,3448,349,3270,330,178,90,28666,1095,5001600US3614,"Congressional District 14 (116th Congress), New York"
94575,3500,43901,1977,36622,1903,24707,1470,30,39,24677,1469,22180,1345,2497,468,11915,920,7279,559,789,216,723,195,66,59,6490,527,50674,1964,39896,1666,22558,1249,0,28,22558,1249,20396,1122,2162,364,17338,943,10778,723,887,201,840,205,47,38,9891,705,5001600US3615,"Congressional District 15 (116th Congress), New York"
278961,3489,132766,2114,100849,2038,80140,1898,21,21,80119,1900,76162,1760,3957,512,20709,1132,31917,838,9550,585,9039,555,511,140,22367,882,146195,2040,102358,1730,71442,1509,0,28,71442,1509,67454,1534,3988,493,30916,1283,43837,964,7883,542,7625,532,258,119,35954,1015,5001600US3616,"Congressional District 16 (116th Congress), New York"
407441,2780,197834,1804,156158,1744,125156,1655,98,61,125058,1652,118723,1770,6335,666,31002,1065,41676,647,12887,621,12275,598,612,152,28789,715,209607,1742,154717,1632,111470,1877,29,27,111441,1873,106137,1871,5304,546,43247,1241,54890,819,10531,620,10261,621,270,80,44359,777,5001600US3617,"Congressional District 17 (116th Congress), New York"
451434,2456,221658,1538,178403,1564,140673,1883,2499,337,138174,1802,131769,1852,6405,660,37730,1471,43255,514,11827,655,11361,604,466,159,31428,728,229776,1561,176065,1454,125297,1610,287,134,125010,1626,120398,1640,4612,414,50768,1443,53711,587,9303,564,9034,571,269,112,44408,786,5001600US3618,"Congressional District 18 (116th Congress), New York"
524193,1882,257781,1352,196413,1314,149046,1591,238,87,148808,1587,140926,1584,7882,577,47367,1314,61368,474,14754,560,14233,574,521,118,46614,686,266412,1144,195336,996,139908,1544,22,25,139886,1543,133684,1489,6202,533,55428,1484,71076,544,12064,542,11740,517,324,94,59012,696,5001600US3619,"Congressional District 19 (116th Congress), New York"
489064,1672,235432,1087,187554,1064,151400,1320,1340,298,150060,1345,143353,1400,6707,642,36154,1077,47878,433,11033,526,10708,536,325,92,36845,662,253632,1076,190858,1024,145199,1777,70,84,145129,1790,139400,1922,5729,563,45659,1606,62774,501,9047,616,8874,606,173,65,53727,747,5001600US3620,"Congressional District 20 (116th Congress), New York"
532299,985,265640,784,210364,736,158969,1142,7285,525,151684,1144,143817,1211,7867,538,51395,1054,55276,352,10863,520,10568,518,295,90,44413,537,266659,688,201710,691,141651,1347,741,184,140910,1348,134008,1285,6902,530,60059,1313,64949,322,8229,507,7941,503,288,98,56720,643,5001600US3621,"Congressional District 21 (116th Congress), New York"
517850,982,253165,678,198166,679,149006,1226,527,161,148479,1224,140232,1228,8247,535,49160,1163,54999,261,10462,497,10146,484,316,89,44537,528,264685,663,196607,642,138081,1329,41,31,138040,1323,132239,1273,5801,481,58526,1400,68078,316,9040,571,8699,555,341,126,59038,587,5001600US3622,"Congressional District 22 (116th Congress), New York"
521970,789,255271,536,199432,530,148475,1302,126,70,148349,1299,139343,1320,9006,546,50957,1265,55839,272,10840,494,10496,471,344,108,44999,560,266699,580,199779,573,137784,1287,68,54,137716,1302,131900,1244,5816,427,61995,1295,66920,233,9037,455,8842,450,195,86,57883,486,5001600US3623,"Congressional District 23 (116th Congress), New York"
494443,868,238799,640,190083,623,150417,1086,534,153,149883,1098,141930,1234,7953,481,39666,1043,48716,226,10684,505,10326,492,358,124,38032,513,255644,543,193955,561,142072,1402,33,30,142039,1405,136271,1483,5768,516,51883,1404,61689,251,8757,464,8542,470,215,74,52932,563,5001600US3624,"Congressional District 24 (116th Congress), New York"
454197,1147,218147,638,172657,606,139556,1179,112,58,139444,1178,133255,1287,6189,561,33101,1091,45490,264,10600,548,10168,526,432,132,34890,589,236050,766,176346,725,134799,1182,18,20,134781,1184,129406,1159,5375,584,41547,1248,59704,247,8499,425,8253,411,246,87,51205,431,5001600US3625,"Congressional District 25 (116th Congress), New York"
431040,1632,206406,1379,164084,1332,130941,1372,225,85,130716,1390,125144,1390,5572,489,33143,1194,42322,564,8449,571,8217,563,232,89,33873,715,224634,1279,166631,1132,125056,1623,101,77,124955,1620,120968,1606,3987,422,41575,1426,58003,687,8177,520,7977,511,200,79,49826,768,5001600US3626,"Congressional District 26 (116th Congress), New York"
554614,1522,272171,1369,213253,1304,171155,1513,434,134,170721,1515,163663,1588,7058,530,42098,1165,58918,610,12076,571,11786,562,290,89,46842,696,282443,1264,210394,1153,157305,1357,21,33,157284,1361,152459,1356,4825,465,53089,1078,72049,671,9439,581,9151,554,288,107,62610,872,5001600US3627,"Congressional District 27 (116th Congress), New York"
301671,2214,144855,1410,114974,1324,87079,1382,278,123,86801,1385,82704,1437,4097,424,27895,1207,29881,357,6631,476,6503,465,128,64,23250,526,156816,1258,117895,1256,80689,1342,73,65,80616,1336,77281,1385,3335,440,37206,1102,38921,397,5624,437,5440,439,184,74,33297,560,5001600US3701,"Congressional District 1 (116th Congress), North Carolina"
471879,2779,229816,1828,189048,1817,157347,1845,3639,393,153708,1901,146655,2032,7053,753,31701,1286,40768,624,9551,595,9287,587,264,95,31217,702,242063,1668,192562,1611,135962,1952,224,85,135738,1947,130256,1986,5482,645,56600,1465,49501,678,6396,457,6225,448,171,91,43105,726,5001600US3702,"Congressional District 2 (116th Congress), North Carolina"
450408,1616,232698,1222,185914,1194,153022,1699,34389,1430,118633,2026,112022,1920,6611,610,32892,1119,46784,296,9584,516,9332,507,252,114,37200,553,217710,987,162953,959,109685,1350,1873,389,107812,1264,101142,1267,6670,639,53268,1439,54757,357,7038,458,6862,455,176,65,47719,577,5001600US3703,"Congressional District 3 (116th Congress), North Carolina"
435569,2918,211451,1688,180925,1653,149824,1532,337,159,149487,1534,145459,1460,4028,479,31101,1147,30526,560,9360,579,9074,565,286,142,21166,682,224118,1963,183600,1835,135159,2082,24,28,135135,2079,131115,2068,4020,517,48441,1325,40518,626,7348,522,7117,517,231,94,33170,661,5001600US3704,"Congressional District 4 (116th Congress), North Carolina"
497480,1422,240793,887,188083,883,143307,1567,420,144,142887,1570,135632,1572,7255,626,44776,1440,52710,213,10559,545,10282,547,277,92,42151,562,256687,766,190429,759,128001,1673,11,18,127990,1673,122218,1637,5772,516,62428,1729,66258,184,8490,533,8192,520,298,145,57768,546,5001600US3705,"Congressional District 5 (116th Congress), North Carolina"
451627,2075,217225,1374,169018,1320,134161,1409,519,160,133642,1429,128463,1417,5179,577,34857,1322,48207,464,10081,586,9809,597,272,123,38126,722,234402,1206,173525,1030,118166,1596,19,30,118147,1602,112482,1722,5665,564,55359,1657,60877,479,7755,504,7617,517,138,79,53122,578,5001600US3706,"Congressional District 6 (116th Congress), North Carolina"
495021,1912,238924,1201,182450,1223,141367,1871,2890,431,138477,1779,131379,1728,7098,727,41083,1857,56474,352,11492,624,11169,615,323,107,44982,622,256097,1079,188128,1006,127307,1642,357,135,126950,1628,119925,1702,7025,804,60821,1680,67969,369,8698,569,8429,582,269,128,59271,665,5001600US3707,"Congressional District 7 (116th Congress), North Carolina"
417531,1930,208123,1087,167852,1059,138585,1458,21373,1060,117212,1641,111963,1586,5249,529,29267,1171,40271,382,8395,559,8257,553,138,69,31876,626,209408,1140,159759,1095,109306,1526,1914,364,107392,1571,101408,1548,5984,591,50453,1378,49649,486,6135,423,6043,429,92,40,43514,644,5001600US3708,"Congressional District 8 (116th Congress), North Carolina"
408294,2313,196615,1526,158605,1463,128922,1364,1189,280,127733,1369,122996,1385,4737,484,29683,1125,38010,486,9030,416,8871,403,159,63,28980,546,211679,1272,163005,1191,111100,1510,83,68,111017,1517,106017,1628,5000,562,51905,1358,48674,639,6890,466,6800,460,90,62,41784,812,5001600US3709,"Congressional District 9 (116th Congress), North Carolina"
513053,1848,245473,1216,191430,1129,150904,1509,438,174,150466,1519,142735,1611,7731,586,40526,1435,54043,475,11121,601,10758,576,363,145,42922,746,267580,1139,198396,1049,135129,1930,20,22,135109,1928,127041,1889,8068,592,63267,1665,69184,488,8522,496,8290,469,232,109,60662,619,5001600US3710,"Congressional District 10 (116th Congress), North Carolina"
576925,1553,276989,1158,203683,1143,154535,1709,335,107,154200,1698,147149,1767,7051,695,49148,1316,73306,455,12827,699,12465,672,362,109,60479,808,299936,1057,210619,1084,141335,1866,43,43,141292,1870,134995,1906,6297,682,69284,1766,89317,474,10772,656,10455,648,317,114,78545,805,5001600US3711,"Congressional District 11 (116th Congress), North Carolina"
334281,2358,165937,1603,145049,1527,125968,1644,157,98,125811,1640,121848,1659,3963,445,19081,1034,20888,481,6032,489,5879,486,153,64,14856,488,168344,1300,140499,1202,105912,1394,72,65,105840,1388,101535,1402,4305,506,34587,1156,27845,560,4118,391,4000,371,118,72,23727,533,5001600US3712,"Congressional District 12 (116th Congress), North Carolina"
443984,2053,213181,1268,167398,1253,135208,1446,272,146,134936,1439,129254,1537,5682,602,32190,1146,45783,558,9779,454,9603,454,176,87,36004,667,230803,1271,172942,1128,118889,1603,50,47,118839,1597,112749,1494,6090,605,54053,1408,57861,562,7403,480,7265,477,138,56,50458,670,5001600US3713,"Congressional District 13 (116th Congress), North Carolina"
529248,749,270295,570,220347,568,189493,1047,4657,451,184836,1023,180371,1181,4465,476,30854,988,49948,73,13712,547,13494,567,218,80,36236,547,258953,539,199864,515,158869,1072,597,152,158272,1061,154989,1154,3283,394,40995,1127,59089,96,9425,396,9317,394,108,48,49664,407,5001600US3800,"Congressional District (at Large) (116th Congress), North Dakota"
426669,2056,209560,1644,171005,1549,139023,1500,207,101,138816,1529,133196,1536,5620,544,31982,1184,38555,445,9201,550,8921,557,280,136,29354,668,217109,1056,168577,1048,126089,1541,68,60,126021,1549,121278,1571,4743,424,42488,1181,48532,577,8093,535,7929,519,164,76,40439,643,5001600US3901,"Congressional District 1 (116th Congress), Ohio"
510105,1995,246081,1572,198329,1487,158125,1721,161,96,157964,1705,150763,1740,7201,641,40204,1217,47752,473,10417,595,10151,597,266,100,37335,646,264024,1291,203440,1249,144286,1679,25,37,144261,1680,138448,1676,5813,531,59154,1636,60584,667,8629,507,8348,481,281,114,51955,763,5001600US3902,"Congressional District 2 (116th Congress), Ohio"
356032,2620,173108,1804,150441,1733,121262,1869,164,80,121098,1868,115744,1887,5354,464,29179,1405,22667,649,5405,430,5291,434,114,63,17262,674,182924,1596,151689,1546,112306,1668,77,64,112229,1662,107102,1596,5127,578,39383,1359,31235,741,5294,432,5128,413,166,101,25941,744,5001600US3903,"Congressional District 3 (116th Congress), Ohio"
520191,1399,255356,966,203354,917,161133,1269,201,93,160932,1289,153981,1389,6951,485,42221,1158,52002,384,10488,488,10275,500,213,76,41514,577,264835,928,200467,923,145546,1249,19,21,145527,1248,139353,1331,6174,424,54921,1102,64368,459,7941,428,7710,423,231,87,56427,517,5001600US3904,"Congressional District 4 (116th Congress), Ohio"
535456,1456,260087,966,206859,874,172463,1133,356,122,172107,1137,165512,1277,6595,668,34396,1095,53228,512,11985,529,11709,520,276,115,41243,669,275369,986,208456,956,157057,1426,105,64,156952,1426,151310,1406,5642,498,51399,1225,66913,551,9281,470,9017,433,264,101,57632,686,5001600US3905,"Congressional District 5 (116th Congress), Ohio"
542632,1263,266569,826,205166,846,150305,1255,114,58,150191,1259,141040,1456,9151,737,54861,1371,61403,424,10861,554,10601,545,260,76,50542,590,276063,929,202746,881,133128,1355,9,13,133119,1357,126490,1375,6629,548,69618,1329,73317,587,9009,456,8846,461,163,62,64308,721,5001600US3906,"Congressional District 6 (116th Congress), Ohio"
540639,1990,263440,1416,207280,1372,171071,1454,305,131,170766,1417,162991,1410,7775,685,36209,1218,56160,590,11480,575,11338,593,142,55,44680,755,277199,1408,206508,1315,147763,1664,47,48,147716,1664,142098,1673,5618,492,58745,1452,70691,780,9460,546,9326,545,134,72,61231,925,5001600US3907,"Congressional District 7 (116th Congress), Ohio"
517336,723,251165,513,201257,509,162555,1401,355,142,162200,1416,154150,1389,8050,573,38702,1362,49908,141,10247,427,10070,417,177,57,39661,439,266171,478,203844,466,146603,1482,76,64,146527,1494,139873,1465,6654,694,57241,1372,62327,153,8306,501,8106,480,200,75,54021,544,5001600US3908,"Congressional District 8 (116th Congress), Ohio"
437175,2964,210454,2009,168333,1940,133029,1946,203,87,132826,1942,124139,1924,8687,604,35304,1217,42121,873,8617,527,8190,517,427,126,33504,826,226721,1668,172516,1661,125703,1672,22,19,125681,1669,118877,1597,6804,614,46813,1147,54205,875,7102,434,6664,395,438,145,47103,825,5001600US3909,"Congressional District 9 (116th Congress), Ohio"
455159,889,219487,529,173545,501,138144,1199,2542,321,135602,1229,128336,1339,7266,585,35401,1153,45942,153,10102,534,9773,541,329,113,35840,556,235672,543,176259,526,125372,1473,637,145,124735,1455,119027,1509,5708,510,50887,1363,59413,133,8281,445,8003,443,278,105,51132,469,5001600US3910,"Congressional District 10 (116th Congress), Ohio"
235375,2083,113961,1522,90147,1458,69378,1332,12,13,69366,1332,65150,1299,4216,386,20769,861,23814,550,6045,360,5751,345,294,98,17769,618,121414,1365,88871,1268,62829,1315,0,27,62829,1315,59755,1275,3074,269,26042,904,32543,743,5413,367,5258,377,155,65,27130,722,5001600US3911,"Congressional District 11 (116th Congress), Ohio"
544349,2656,264524,1685,215369,1620,177473,1766,389,127,177084,1769,170391,1692,6693,517,37896,1235,49155,606,11591,567,11382,558,209,83,37564,742,279825,1561,217703,1541,163575,1797,57,48,163518,1804,158266,1758,5252,507,54128,1487,62122,657,9156,568,8967,548,189,85,52966,715,5001600US3912,"Congressional District 12 (116th Congress), Ohio"
494035,1879,237132,1610,186512,1434,146818,1711,321,131,146497,1689,137497,1717,9000,638,39694,1101,50620,686,9795,576,9458,535,337,130,40825,899,256903,1244,189784,1170,136007,1781,45,58,135962,1787,129200,1797,6762,664,53777,1520,67119,728,8356,518,8238,509,118,63,58763,844,5001600US3913,"Congressional District 13 (116th Congress), Ohio"
533031,1455,257840,1054,198683,970,164491,1327,184,95,164307,1336,157106,1300,7201,617,34192,1065,59157,641,14424,614,14071,620,353,93,44733,778,275191,1228,201265,1049,149186,1514,3,6,149183,1513,144285,1562,4898,432,52079,1263,73926,686,11341,595,11019,576,322,96,62585,755,5001600US3914,"Congressional District 14 (116th Congress), Ohio"
558068,1967,276724,1441,228534,1328,174620,1666,350,128,174270,1677,166766,1730,7504,554,53914,1392,48190,623,10045,551,9794,557,251,123,38145,714,281344,1405,221106,1437,160137,1972,75,48,160062,1966,153661,1905,6401,609,60969,1580,60238,659,7637,499,7480,486,157,69,52601,694,5001600US3915,"Congressional District 15 (116th Congress), Ohio"
548453,2309,265977,1670,205547,1561,174313,1620,86,51,174227,1618,167509,1649,6718,579,31234,985,60430,703,13865,636,13559,646,306,144,46565,715,282476,1453,207155,1468,157009,1770,0,27,157009,1770,151935,1710,5074,510,50146,1427,75321,981,10844,621,10588,597,256,111,64477,1005,5001600US3916,"Congressional District 16 (116th Congress), Ohio"
460119,1079,222184,632,178697,636,147841,1015,367,108,147474,1031,140824,977,6650,391,30856,832,43487,154,11306,438,10968,429,338,90,32181,436,237935,655,181884,607,128737,1073,61,49,128676,1074,122828,1161,5848,432,53147,997,56051,197,9154,451,8950,443,204,82,46897,469,5001600US4001,"Congressional District 1 (116th Congress), Oklahoma"
412758,663,202394,495,150842,506,106546,1011,233,95,106313,1016,99993,1054,6320,423,44296,913,51552,148,8034,368,7815,374,219,80,43518,362,210364,425,150035,445,92470,925,35,43,92435,921,87396,961,5039,347,57565,900,60329,125,7057,365,6917,371,140,55,53272,369,5001600US4002,"Congressional District 2 (116th Congress), Oklahoma"
495313,1478,246680,945,197329,943,151088,1495,2005,315,149083,1594,142572,1686,6511,467,46241,1194,49351,213,11697,486,11571,494,126,40,37654,508,248633,821,188624,739,124919,1404,295,127,124624,1390,119642,1417,4982,449,63705,1280,60009,238,8975,508,8846,498,129,54,51034,536,5001600US4003,"Congressional District 3 (116th Congress), Oklahoma"
483288,1530,238222,1026,193404,996,152702,1251,7483,577,145219,1258,138670,1290,6549,533,40702,1003,44818,293,10259,416,10064,411,195,74,34559,490,245066,978,189752,946,129218,1423,1727,240,127491,1434,122295,1327,5196,546,60534,1304,55314,403,8394,455,8173,456,221,84,46920,586,5001600US4004,"Congressional District 4 (116th Congress), Oklahoma"
448520,1843,217994,1317,178649,1312,145470,1542,1095,175,144375,1550,138787,1466,5588,506,33179,1134,39345,287,10528,459,10336,451,192,66,28817,522,230526,1029,180124,937,123744,1443,256,78,123488,1455,118353,1450,5135,477,56380,1399,50402,356,8124,473,7967,451,157,68,42278,508,5001600US4005,"Congressional District 5 (116th Congress), Oklahoma"
548649,2126,268674,1394,218767,1372,182745,1632,789,334,181956,1699,173939,1708,8017,573,36022,1248,49907,343,11359,588,11013,582,346,109,38548,689,279975,1301,219082,1284,158275,1289,84,57,158191,1284,151638,1311,6553,596,60807,1270,60893,326,9098,489,8781,469,317,116,51795,547,5001600US4101,"Congressional District 1 (116th Congress), Oregon"
603128,1714,297785,1181,222954,1150,168460,1744,454,181,168006,1751,157405,1862,10601,869,54494,1667,74831,370,14080,753,13409,748,671,181,60751,795,305343,962,221057,906,152374,1442,72,47,152302,1438,143332,1552,8970,803,68683,1620,84286,384,11174,656,10811,637,363,123,73112,742,5001600US4102,"Congressional District 2 (116th Congress), Oregon"
554484,2385,274570,1363,231030,1368,190889,1429,205,87,190684,1423,181473,1535,9211,811,40141,1242,43540,519,9424,549,9036,519,388,112,34116,625,279914,1532,226605,1517,173317,1708,67,70,173250,1720,166173,1644,7077,571,53288,1389,53309,607,8438,527,8023,521,415,142,44871,773,5001600US4103,"Congressional District 3 (116th Congress), Oregon"
597919,1748,292651,1109,218870,1077,162801,1760,473,164,162328,1756,150072,1804,12256,828,56069,1571,73781,355,12166,603,11720,589,446,154,61615,672,305268,1019,221491,983,149942,1669,103,73,149839,1683,140533,1688,9306,738,71549,1757,83777,360,10455,595,10014,567,441,133,73322,672,5001600US4104,"Congressional District 4 (116th Congress), Oregon"
573390,2354,278335,1527,217389,1480,172162,1728,401,160,171761,1709,162518,1873,9243,713,45227,1197,60946,452,11336,659,10827,637,509,146,49610,673,295055,1454,219789,1395,154830,1844,51,46,154779,1843,147581,1953,7198,618,64959,1805,75266,544,9277,545,9103,537,174,81,65989,675,5001600US4105,"Congressional District 5 (116th Congress), Oregon"
508614,1574,247709,921,195031,873,165274,1258,269,101,165005,1261,158490,1348,6515,604,29757,1108,52678,353,14815,563,14213,552,602,138,37863,622,260905,1006,194814,873,148939,1318,16,17,148923,1319,142911,1384,6012,536,45875,1251,66091,435,11743,528,11303,523,440,112,54348,615,5001600US4201,"Congressional District 1 (116th Congress), Pennsylvania"
292866,3663,140953,2291,115608,2132,87196,1946,59,42,87137,1942,79910,1757,7227,804,28412,1427,25345,611,4521,447,4276,428,245,94,20824,555,151913,2114,115483,2078,78571,1814,13,24,78558,1816,72727,1758,5831,625,36912,1644,36430,756,5416,450,5268,440,148,98,31014,744,5001600US4202,"Congressional District 2 (116th Congress), Pennsylvania"
213794,2672,104443,1672,89914,1516,71084,1583,124,51,70960,1587,68241,1662,2719,401,18830,970,14529,552,4524,306,4304,308,220,78,10005,538,109351,1792,91036,1626,70589,1496,23,27,70566,1498,68167,1456,2399,326,20447,1070,18315,712,3930,404,3746,406,184,73,14385,657,5001600US4203,"Congressional District 3 (116th Congress), Pennsylvania"
477097,1708,229592,957,181368,857,154482,974,326,97,154156,989,147828,1150,6328,526,26886,841,48224,396,14674,507,14237,485,437,130,33550,550,247505,1103,184029,937,143784,1266,26,29,143758,1264,138760,1265,4998,431,40245,980,63476,513,12456,552,12039,536,417,115,51020,736,5001600US4204,"Congressional District 4 (116th Congress), Pennsylvania"
387154,1815,185361,1112,146438,946,117687,1111,80,60,117607,1114,111043,1211,6564,556,28751,964,38923,468,10912,497,10510,497,402,96,28011,588,201793,1140,149271,1013,110725,1395,0,24,110725,1395,105840,1460,4885,482,38546,1193,52522,512,9209,445,8931,463,278,104,43313,678,5001600US4205,"Congressional District 5 (116th Congress), Pennsylvania"
479497,1818,232243,1184,185823,1140,157877,1197,226,101,157651,1195,150755,1297,6896,621,27946,979,46420,461,13122,496,12700,478,422,118,33298,635,247254,1171,188691,1124,141384,1517,0,24,141384,1517,135056,1539,6328,532,47307,1174,58563,482,11001,499,10748,500,253,96,47562,684,5001600US4206,"Congressional District 6 (116th Congress), Pennsylvania"
495060,2200,239153,1426,187532,1415,152683,1606,148,79,152535,1601,144754,1702,7781,709,34849,1253,51621,422,11159,625,10924,624,235,79,40462,702,255907,1225,189458,1200,139705,1689,18,32,139687,1692,132845,1639,6842,628,49753,1345,66449,428,9237,529,8958,512,279,105,57212,643,5001600US4207,"Congressional District 7 (116th Congress), Pennsylvania"
506911,1595,245969,1036,189166,1063,146997,1457,301,132,146696,1471,138388,1520,8308,585,42169,1208,56803,420,11722,515,11455,513,267,84,45081,573,260942,1047,188345,1081,134173,1350,50,41,134123,1352,127733,1292,6390,634,54172,1342,72597,433,10548,566,10216,541,332,119,62049,635,5001600US4208,"Congressional District 8 (116th Congress), Pennsylvania"
539707,1367,264256,1124,204754,1102,162842,1346,422,130,162420,1355,154044,1508,8376,607,41912,1215,59502,505,12311,572,11991,569,320,81,47191,684,275451,936,201401,890,145944,1455,82,43,145862,1462,139698,1384,6164,498,55457,1436,74050,572,9257,507,9060,516,197,66,64793,670,5001600US4209,"Congressional District 9 (116th Congress), Pennsylvania"
482073,2000,231721,1845,183436,1873,150701,1985,797,178,149904,1987,144700,2060,5204,488,32735,1129,48285,533,11604,669,11212,652,392,129,36681,717,250352,962,187284,915,143559,1501,81,58,143478,1509,138764,1543,4714,542,43725,1322,63068,501,8733,522,8503,519,230,92,54335,678,5001600US4210,"Congressional District 10 (116th Congress), Pennsylvania"
529230,1575,256352,1115,200208,1102,172732,1190,254,108,172478,1199,166266,1313,6212,676,27476,1005,56144,395,14888,542,14578,535,310,111,41256,664,272878,923,203877,906,149844,1610,25,25,149819,1611,144482,1678,5337,457,54033,1433,69001,407,10935,603,10719,602,216,88,58066,700,5001600US4211,"Congressional District 11 (116th Congress), Pennsylvania"
545118,1072,270060,935,210766,924,159776,1179,179,67,159597,1183,151988,1237,7609,544,50990,1078,59294,309,11124,521,10901,521,223,50,48170,509,275058,708,204470,707,139649,1271,39,35,139610,1272,134128,1285,5482,337,64821,1268,70588,344,8721,392,8486,389,235,76,61867,507,5001600US4212,"Congressional District 12 (116th Congress), Pennsylvania"
543053,1279,265884,951,203237,900,160741,1187,268,112,160473,1207,152787,1202,7686,498,42496,1085,62647,426,12088,518,11817,508,271,87,50559,584,277169,889,199906,828,143176,1206,56,37,143120,1217,136652,1233,6468,516,56730,1110,77263,416,9024,477,8828,472,196,62,68239,606,5001600US4213,"Congressional District 13 (116th Congress), Pennsylvania"
541581,694,262432,507,201048,494,157665,1349,179,68,157486,1345,149378,1448,8108,587,43383,1330,61384,243,12541,591,12082,552,459,130,48843,584,279149,549,200951,530,141005,1105,41,37,140964,1102,134982,1162,5982,497,59946,1031,78198,271,10034,467,9646,502,388,109,68164,551,5001600US4214,"Congressional District 14 (116th Congress), Pennsylvania"
543023,858,270628,939,209574,913,158943,1302,162,62,158781,1306,149503,1364,9278,573,50631,1253,61054,417,9909,471,9653,473,256,66,51145,608,272395,724,198042,692,137556,1241,31,27,137525,1239,131183,1222,6342,371,60486,1273,74353,454,8226,408,8063,407,163,68,66127,583,5001600US4215,"Congressional District 15 (116th Congress), Pennsylvania"
520844,924,253018,570,197161,580,154033,1067,322,130,153711,1087,145790,1082,7921,601,43128,1032,55857,257,11270,511,10903,475,367,94,44587,574,267826,593,197564,569,138888,1146,71,51,138817,1140,132630,1183,6187,403,58676,1128,70262,258,8966,476,8783,477,183,73,61296,579,5001600US4216,"Congressional District 16 (116th Congress), Pennsylvania"
525647,1732,253269,1263,196990,1129,168007,1495,326,127,167681,1507,161071,1587,6610,500,28983,961,56279,746,13875,598,13452,602,423,125,42404,887,272378,1339,198596,1158,151231,1303,67,65,151164,1304,145736,1365,5428,434,47365,1055,73782,788,11287,584,11126,593,161,69,62495,919,5001600US4217,"Congressional District 17 (116th Congress), Pennsylvania"
449522,1575,215525,1323,171568,1181,140757,1415,223,94,140534,1414,133603,1474,6931,547,30811,980,43957,742,9860,540,9613,539,247,71,34097,711,233997,1255,171992,1096,130872,993,46,51,130826,988,125947,1088,4879,434,41120,1149,62005,760,9320,474,9057,464,263,90,52685,716,5001600US4218,"Congressional District 18 (116th Congress), Pennsylvania"
